sequence	layer	file	key_field	stable_key	field	expected_before	after	runtime_byte_change	counts_toward_residual	original_pass9_residual	authority_tier	authority_type	source_locator	source_record_sha256	wiki_locator	wiki_record_sha256	note
558	pass17_official_override	cardMagiaMap.json	dict_key	90335	name	上啊！光之军团！	上啊！光之军团！	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10224/name	d29a78a593f9c5c30fd9d6ccba50505a18e839ab98dde1ae4e328edf5efa077c	templates.jsonl.gz::Template:角色数据表/煌里 ひかる#magia中文	8376f392b96b5a2fd1a8a0b1eaa2eae11f16bc13161db065e513020985e7511b	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
559	pass17_official_override	cardMagiaMap.json	dict_key	90337	name	新年快乐·书法	新年快乐·书法	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/24004/name	ee8b17d5cea0b9f4f30a3f25540c3be9f7032795848406902768d1975467ae0d	templates.jsonl.gz::Template:角色数据表/美樹 さやか（晴着ver.）#magia中文	3b7ac84efe023a8dd2708dcb2bdbdd8009fe7d8edd9bbb7d527e649ca46c25f0	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
560	pass17_official_override	cardMagiaMap.json	dict_key	90339	name	人家的嗜虐之心	人家的嗜虐之心	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30062/name;cardMagiaMap.json/30063/name;cardMagiaMap.json/30064/name;cardMagiaMap.json/300641/name	a1f760ff5570b6995071140f69a023d91dbbf5ec408745e36ddc86535301602e;edd9e8d94d3795f513e9f7de77212a9c184ec306d7bade1c014e34137dcf463f;1d407ab6f26512ed7fe65995c64c3e47e725d156d43bf070b10dfea0d2b4637b;62776691e7a6ddee746b85e0e91b4ebb868589aba2065fe99ece1a49fbe86cf7	templates.jsonl.gz::Template:角色数据表/木崎 衣美里#magia中文	eecd4cbeba79b604cead5b7a9fbae5739cf4c4bb75ea76793970f8620acdc21d	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
561	pass17_official_override	cardMagiaMap.json	dict_key	90341	name	这是现在的我会的泳姿	这是现在的我会的泳姿	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/11014/name;cardMagiaMap.json/11015/name;cardMagiaMap.json/110155/name	ef7ae8bc5914ec7dd26d185e63c82ece067fb180883a693aac1d98686e04916a;cb9fc35a2d3d5b891668168b5ed29855552ae89610dd8789bebc2e3dbf439072;44993acf189a518f4b48406d09b886467f2bc58cb68cfba4e4965a3334b7146e	templates.jsonl.gz::Template:角色数据表/環 いろは（水着ver.）#magia中文	afe4dc52ca881a832fd630c78d0f103378b8da41fc88b5908fbebb3c3c95e980	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
562	pass17_official_override	cardMagiaMap.json	dict_key	90343	name	完全爆破·厌恶	完全爆破·厌恶	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10294/name	dd9f18185e0960d2582c43be3f71f5d3bd5ff155b5efaedeb6ccad1ad374d4db	templates.jsonl.gz::Template:角色数据表/宮尾 時雨#magia中文	1e222fecc43695925455aeb38ab29aea4356529e4a8edca1e91234520ae5bd59	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
563	pass17_official_override	cardMagiaMap.json	dict_key	90345	name	对明天的劝诫	对明天的劝诫	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10274/name	64d40caa62575dc8b0fbb287d5d639997d39b1d1fe4d0162ecc0ac910716d3b8	templates.jsonl.gz::Template:角色数据表/土岐 すなお#magia中文	f7e53807ce3f1ff781c8eb4aaedb294a9ba07995fe59ea9658ba37d7b6800fe7	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
564	pass17_official_override	cardMagiaMap.json	dict_key	90348	name	闪耀的边缘	闪耀的边缘	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30212/name	ac8626038c271903a87aac3604902cf348bb83219b27e9a92c940f914f6d8019	templates.jsonl.gz::Template:角色数据表/鈴鹿 さくや#magia中文	77e0a3daf7397f362d514dd815c46f1edf48dd66282ee07c9cea7cfb696fd436	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
565	pass17_official_override	cardMagiaMap.json	dict_key	90350	name	危机地狱火	危机地狱火	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30174/name	084dd1cdecd95f188d59e205843f0492e20f45ca0428b6f0af0b09360a529be3	templates.jsonl.gz::Template:角色数据表/七瀬 ゆきか#magia中文	e0f4cf3b9a59fce2751ee590c2a2a41936a3f6b2ae7225e15a82b8f0d76621ae	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
566	pass17_official_override	cardMagiaMap.json	dict_key	90352	name	毁灭性幸运	毁灭性幸运	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30343/name	592fafc9ee8b447b61e022ba68dfa401565c381c0b09bda69fd49a8fe972e3b4	templates.jsonl.gz::Template:角色数据表/恵 萌花#magia中文	6fff24cff275965896ea694a8e6dd6ece50ef3581cd900eb68f8f8b461a944fe	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
567	pass17_official_override	cardMagiaMap.json	dict_key	90353	name	转圈圈后说再见	转圈圈后说再见	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10304/name	467d9cbd4a4211bfa4008608787087bf7a58443a610ef0ed9bc710103c229420	templates.jsonl.gz::Template:角色数据表/安積 はぐむ#magia中文	190ccaac76d13165a293e7acf019d817d2b86d8382e0751175710185a0d41ff9	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
568	pass17_official_override	cardMagiaMap.json	dict_key	90354	name	完全爆破·厌恶	完全爆破·厌恶	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10294/name	dd9f18185e0960d2582c43be3f71f5d3bd5ff155b5efaedeb6ccad1ad374d4db	templates.jsonl.gz::Template:角色数据表/宮尾 時雨#magia中文	1e222fecc43695925455aeb38ab29aea4356529e4a8edca1e91234520ae5bd59	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
569	pass17_first_authority	cardMagiaMap.json	dict_key	90364	name	樱隐	樱隐	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10184/name;cardMagiaMap.json/10185/name;cardMagiaMap.json/101855/name	76ee3ca51e9d6600cc494e1b4ceed2afc05734d0832c24a6918c3088a0823713;ff8f8b2b52be7d037ff6f2c7f9684e543109f8f4eb6f4093d38af1c1cfabb0cf;eb0fe99e31e0ee9936db6dd329bb789ee0e5333082e0f95ce12cd3dfb48c6d3b	templates.jsonl.gz::Template:角色数据表/天音 月夜#magia中文	059b6b723e1458f8143b38ede2dc0e4a430be77122bb20d60c7b30d84a9e9ad8	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
570	pass17_official_override	cardMagiaMap.json	dict_key	90366	name	Dead End of the Year	Dead End of the Year	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30423/name	cee7a44ea0ea6badc32f8b83a88a1cb2a1f9bf064697eb67345d1b07351e7457	templates.jsonl.gz::Template:角色数据表/枇々木 めぐる#magia中文	540aca1a2aa08aeb646a08281f5ed77ae1e3ba688d1c468739ef6784273fc33c	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
571	pass17_official_override	cardMagiaMap.json	dict_key	90369	name	终结宣告纹章	终结宣告纹章	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30564/name	e8a71e8bdc933062061cd1344b3282c6a4816d4917d4646614feec658c5e05fb	templates.jsonl.gz::Template:角色数据表/水樹 塁#magia中文	c1d2c8b1a7ff5fce0cb7fd52ee4a995a162d45bd94f2e15a97c2ce62c520fb2a	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
572	pass18	cardMagiaMap.json	dict_key	90001	name	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20054,20055,200555}/name	257fcab623847abd12e4e6c797e98653f85d2dab3fc80d57962f202b41dfa982			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
573	pass18	cardMagiaMap.json	dict_key	90034	name	无尽的波塞冬	无尽的波塞冬	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{10094,10095,100955}/name	043662931e3536028a805c79092161eba8c13e00624ec1c5dc88ecb87c324601			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
574	pass18	cardMagiaMap.json	dict_key	90073	name	魔法☆之雨	魔法☆之雨	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20014,20015,200155}/name	b92b5ad7f89a2c8bfd57bd721cbbbcad4f5346381c5f9bd1b820cdcd9c879a57			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
575	pass18	cardMagiaMap.json	dict_key	90077	name	Tiro·Finale（最终射击） 圣夜	Tiro·Finale（最终射击） 圣夜	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{25004,25005}/name	32eae64842ec9769382eebed556bdbc5c0b520e474277fe85f7ad28e8932324f			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
576	pass18	cardMagiaMap.json	dict_key	90088	name	魔法☆之雨	魔法☆之雨	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20014,20015,200155}/name	b92b5ad7f89a2c8bfd57bd721cbbbcad4f5346381c5f9bd1b820cdcd9c879a57			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
577	pass18	cardMagiaMap.json	dict_key	90098	name	无尽的波塞冬	无尽的波塞冬	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{10094,10095,100955}/name	043662931e3536028a805c79092161eba8c13e00624ec1c5dc88ecb87c324601			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
578	pass18	cardMagiaMap.json	dict_key	90099	name	审判大地	审判大地	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{10113,10114,10115,101155}/name	f29aab4dac4d61977c9fcb5d6de9b1391e82cef06ee89dbae3e2f0c30a792f69			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
579	pass18	cardMagiaMap.json	dict_key	90100	name	魔法☆之雨	魔法☆之雨	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20014,20015,200155}/name	b92b5ad7f89a2c8bfd57bd721cbbbcad4f5346381c5f9bd1b820cdcd9c879a57			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
580	pass18	cardMagiaMap.json	dict_key	90102	name	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20054,20055,200555}/name	257fcab623847abd12e4e6c797e98653f85d2dab3fc80d57962f202b41dfa982			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
581	pass18	cardMagiaMap.json	dict_key	90105	name	无尽的波塞冬	无尽的波塞冬	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{10094,10095,100955}/name	043662931e3536028a805c79092161eba8c13e00624ec1c5dc88ecb87c324601			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
582	pass18	cardMagiaMap.json	dict_key	90106	name	审判大地	审判大地	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{10113,10114,10115,101155}/name	f29aab4dac4d61977c9fcb5d6de9b1391e82cef06ee89dbae3e2f0c30a792f69			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
583	pass18	cardMagiaMap.json	dict_key	90109	name	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20054,20055,200555}/name	257fcab623847abd12e4e6c797e98653f85d2dab3fc80d57962f202b41dfa982			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
584	pass18	cardMagiaMap.json	dict_key	90143	name	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20054,20055,200555}/name	257fcab623847abd12e4e6c797e98653f85d2dab3fc80d57962f202b41dfa982			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
585	pass18	cardMagiaMap.json	dict_key	90145	name	馒头咖喱棒	馒头咖喱棒	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{21023,21024,21025,210255}/name	a97c5a203c9879020be71a1373858941e579cbd0fb13c1cf203209d73265f620			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
586	pass18	cardMagiaMap.json	dict_key	90156	name	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20054,20055,200555}/name	257fcab623847abd12e4e6c797e98653f85d2dab3fc80d57962f202b41dfa982			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
587	pass18	cardMagiaMap.json	dict_key	90171	name	离群之弹	离群之弹	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{30164,30165,301655}/name	bbb253133117b43fd80af9d1bcab5edf2f4f8fb8eec2170b7e8c90d0608c8b09			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
588	pass18	cardMagiaMap.json	dict_key	90174	name	隐身的暗杀者	隐身的暗杀者	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{30293,30294}/name	c57bbacf96ec8181e529bc271e3f9bda6e0c1236eaeae28e446e859779167523			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
589	pass18	cardMagiaMap.json	dict_key	90187	name	魔法☆之雨	魔法☆之雨	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20014,20015,200155}/name	b92b5ad7f89a2c8bfd57bd721cbbbcad4f5346381c5f9bd1b820cdcd9c879a57			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
590	pass18	cardMagiaMap.json	dict_key	90209	name	馒头咖喱棒	馒头咖喱棒	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{21023,21024,21025,210255}/name	a97c5a203c9879020be71a1373858941e579cbd0fb13c1cf203209d73265f620			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
591	pass18	cardMagiaMap.json	dict_key	90222	name	审判大地	审判大地	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{10113,10114,10115,101155}/name	f29aab4dac4d61977c9fcb5d6de9b1391e82cef06ee89dbae3e2f0c30a792f69			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
592	pass18	cardMagiaMap.json	dict_key	90234	name	海边钓魔女化身Special	海边钓魔女化身Special	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{23004,23005,230055}/name	517ed11c8aeb663bd62d4bb34522e9e31ca57cd6329f6627b179386022c3755b			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
593	pass18	cardMagiaMap.json	dict_key	90239	name	美食猎人	美食猎人	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{30354,30355}/name	feecac61dc42993b8815d38f25985be79205c9b763418ce25409754e619f5b23			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
594	pass18	cardMagiaMap.json	dict_key	90249	name	无限崩坏	无限崩坏	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{11084,11085,110855}/name	29a980df335a020be45f3a51c1adab16144cd52561d48cc0c98ccb897bac5bb7			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
595	pass18	cardMagiaMap.json	dict_key	90250	name	导弹集中炮击	导弹集中炮击	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20024,20025,200251,200255}/name	fe2deab781e9d96fee4f77a7717fda666dbca818fa2a8b400b688ca779572f35			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
596	pass18	cardMagiaMap.json	dict_key	90251	name	Tiro·Finale（最终射击）	Tiro·Finale（最终射击）	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20054,20055,200555}/name	257fcab623847abd12e4e6c797e98653f85d2dab3fc80d57962f202b41dfa982			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
597	pass18	cardMagiaMap.json	dict_key	90258	name	无限崩坏	无限崩坏	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{11084,11085,110855}/name	29a980df335a020be45f3a51c1adab16144cd52561d48cc0c98ccb897bac5bb7			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
598	pass18	cardMagiaMap.json	dict_key	90269	name	导弹集中炮击	导弹集中炮击	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{20024,20025,200251,200255}/name	fe2deab781e9d96fee4f77a7717fda666dbca818fa2a8b400b688ca779572f35			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
599	pass18	cardMagiaMap.json	dict_key	90280	name	审判大地	审判大地	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{10113,10114,10115,101155}/name	f29aab4dac4d61977c9fcb5d6de9b1391e82cef06ee89dbae3e2f0c30a792f69			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
600	pass18	cardMagiaMap.json	dict_key	90299	name	无限崩坏	无限崩坏	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{11084,11085,110855}/name	29a980df335a020be45f3a51c1adab16144cd52561d48cc0c98ccb897bac5bb7			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
601	pass18	cardMagiaMap.json	dict_key	90312	name	海边钓魔女化身Special	海边钓魔女化身Special	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{23004,23005,230055}/name	517ed11c8aeb663bd62d4bb34522e9e31ca57cd6329f6627b179386022c3755b			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
602	pass18	cardMagiaMap.json	dict_key	90329	name	吸引注意&释放	吸引注意&释放	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{40353}/name	0957e8eaff6478a99170fa88302dd63ef8f83422c68baeccacc934b4dd323fb0			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
603	pass18	cardMagiaMap.json	dict_key	90344	name	魔法同心·千春追捕	魔法同心·千春追捕	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{10265,102655}/name	66e4b05c9c80d2b566b4748e075313f480c572fb923c6f6e6e396e247f3b50e3			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
604	pass18	cardMagiaMap.json	dict_key	90365	name	第一首叫「实现吧」	第一首叫「实现吧」	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{11094}/name	34f93907e9d0a2116d77bce022cb2607ffd92e5370084a4513b7591ec00add0f			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
605	pass18	cardMagiaMap.json	dict_key	90373	name	angry·hungry	angry·hungry	false	true	true	1-linked	official_cn_dump_exact_cardmagia_family_name	authority.json/cardMagiaMap.json/{30244}/name	10a8ce2491e3067de5e3608c610b21d0e74c53418c0c6f018428cb845ed1843e			byte-exact official CN family name; provenance-only; existing ledger collisions excluded
606	pass19	cardMagiaMap.json	dict_key	90023	shortDescription	对敌方全体造成伤害[Ⅵ] & 技能加速(我方全体/3T)	对敌方全体造成伤害[Ⅵ] & 技能加速(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90023/shortDescription/baseline	216b9720f9491fd2beb99a0828c266c80f528cf569c5179664a8edd8fad9c865			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
607	pass19	cardMagiaMap.json	dict_key	90052	shortDescription	随机4次造成伤害[Ⅰ] & 暴击(我方全体/3T)	随机4次造成伤害[Ⅰ] & 暴击(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90052/shortDescription/baseline	e68edb9c0d8ef704fa08c6158129b723f4c6d442bfe6d2d7041f3d8cb8d952c7			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
608	pass19	cardMagiaMap.json	dict_key	90064	shortDescription	对敌方全体造成伤害 & 防御力提升(我方全体/3T)	对敌方全体造成伤害 & 防御力提升(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90064/shortDescription/baseline	456d09bdae347ffcc566429115f067d82a430371b9767621d027c9028bf57a23			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
609	pass19	cardMagiaMap.json	dict_key	90068	shortDescription	横向伤害 & HP回复(我方全体)	横向伤害 & HP回复(我方全体)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90068/shortDescription/baseline	4a26ebe56fec655ae0329e3a9a90f9f6b3c59348b986856caea38dadeeeaee75			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
610	pass19	cardMagiaMap.json	dict_key	90069	shortDescription	纵向伤害 & HP回复(我方全体) & 攻击力提升(我方全体/3T)	纵向伤害 & HP回复(我方全体) & 攻击力提升(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90069/shortDescription/baseline	ca57d451f251fe88156e19bf54877b36fec4f91ffd7c4ac2d9cfd4b2e57c2137			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
611	pass19	cardMagiaMap.json	dict_key	90070	shortDescription	对敌方全体造成伤害 & 技能加速(我方全体/3T)	对敌方全体造成伤害 & 技能加速(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90070/shortDescription/baseline	b8f95da143e74bc62415d2654f9d07c4837e95137ee92808175fb1f76f3aec81			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
612	pass19	cardMagiaMap.json	dict_key	90072	shortDescription	对敌方单体造成伤害 & 防御力提升 & 攻击力提升(我方全体/3T)	对敌方单体造成伤害 & 防御力提升 & 攻击力提升(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90072/shortDescription/baseline	230224c1377fb30f267d09d63b4778f540635bf05af28ddc4545012a5da5ddd1			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
613	pass19	cardMagiaMap.json	dict_key	90073	shortDescription	对敌方全体造成伤害 & MP回复(我方全体)	对敌方全体造成伤害 & MP回复(我方全体)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90073/shortDescription/baseline	c36a6a7e97d7e4039abede0d8d8d607d9999a642ce27b8d1f8e3d09fb3b5a396			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
614	pass19	cardMagiaMap.json	dict_key	90074	shortDescription	对敌方单体造成伤害 & HP自动回复(我方全体/3T)	对敌方单体造成伤害 & HP自动回复(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90074/shortDescription/baseline	aaf1ef7cd58e76aad8d3722fab283d4674106c608e0b02229ef2f450d56fa112			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
615	pass19	cardMagiaMap.json	dict_key	90075	shortDescription	随机4次造成伤害 & 暴击(我方全体/3T)	随机4次造成伤害 & 暴击(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90075/shortDescription/baseline	c6eb383008a9915a8f8e7e458795bc2655ef97587f2ba3516ef437e8333756a7			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
616	pass19	cardMagiaMap.json	dict_key	90077	shortDescription	对敌方全体造成伤害 & 敌人的异常状态种类越多，伤害越高	对敌方全体造成伤害 & 敌人的异常状态种类越多，伤害越高	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90077/shortDescription/baseline	153fd4cf4ff91db87dc649dfb9b92e14d6a21b071d7127acc73eb94d70334996			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
617	pass19	cardMagiaMap.json	dict_key	90080	shortDescription	对敌方全体造成伤害 & 防御力提升(我方全体/3T)	对敌方全体造成伤害 & 防御力提升(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90080/shortDescription/baseline	1182bd185c2cdabd7d94cde838b9805b8abc5cf238dd38e49080fd677b1cdbf3			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
618	pass19	cardMagiaMap.json	dict_key	90088	shortDescription	对敌方全体造成伤害 & MP回复(我方全体)	对敌方全体造成伤害 & MP回复(我方全体)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90088/shortDescription/baseline	dab706cd4af045769d68dde4c3c199172acdc00d12d3596d6ba4daf7e2cd6f1c			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
619	pass19	cardMagiaMap.json	dict_key	90109	shortDescription	对敌方全体造成伤害[Ⅵ] & 束缚(敌方全体/1T)	对敌方全体造成伤害[Ⅵ] & 束缚(敌方全体/1T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90109/shortDescription/baseline	dee5c7e51c4ac5a9d99aeeb58528d2a6ff9131aa783e7a35d4b5260ed9d02fc1			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
