change_id	file	json_pointer	stable_key	field	before	after	source_tier	evidence	translation_method	manual_review_status	confidence	rules	notes	current_product_cn	pass18_current_status	strict_lookup_method	superseding_closure_id	superseding_source_tier	superseding_review_status	inventory_component	inventory_review_status
P18-00320	magica/js/libs/emotionSkillMap.json	/2202102/shortDescription	2202102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01562	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00321	magica/js/libs/emotionSkillMap.json	/2202104/shortDescription	2202104	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01563	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00322	magica/js/libs/emotionSkillMap.json	/2203102/shortDescription	2203102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01571	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00323	magica/js/libs/emotionSkillMap.json	/2203104/shortDescription	2203104	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01573	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00324	magica/js/libs/emotionSkillMap.json	/2301102/shortDescription	2301102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01578	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00325	magica/js/libs/emotionSkillMap.json	/2301104/shortDescription	2301104	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01579	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00326	magica/js/libs/emotionSkillMap.json	/2301111/shortDescription	2301111	shortDescription	Blast伤害UP[Ⅳ] & Doppel伤害UP[Ⅳ]	Blast伤害UP[Ⅳ] & 魔女化身伤害UP[Ⅳ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		Blast伤害提升[Ⅳ] & 魔女化身伤害提升[Ⅳ]	visible-term-closure-exact-supersession	stable-key	DICT-01584	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00327	magica/js/libs/emotionSkillMap.json	/2301112/shortDescription	2301112	shortDescription	战斗开始时获得暗属性攻击力UP[Ⅴ] & Doppel伤害UP[Ⅲ](己全/5T)的状态	战斗开始时获得暗属性攻击力UP[Ⅴ] & 魔女化身伤害UP[Ⅲ](己全/5T)的状态	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		战斗开始时获得暗属性攻击力提升[Ⅴ] & 魔女化身伤害提升[Ⅲ](己全/5T)的状态	visible-term-closure-exact-supersession	stable-key	DICT-01585	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00328	magica/js/libs/emotionSkillMap.json	/2400101/shortDescription	2400101	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01587	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00329	magica/js/libs/emotionSkillMap.json	/2400105/shortDescription	2400105	shortDescription	Doppel伤害UP[Ⅱ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅱ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅱ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01589	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00330	magica/js/libs/emotionSkillMap.json	/2400111/shortDescription	2400111	shortDescription	Doppel伤害UP[Ⅱ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅱ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅱ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01593	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00331	magica/js/libs/emotionSkillMap.json	/2401104/shortDescription	2401104	shortDescription	Doppel伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅲ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01598	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00332	magica/js/libs/emotionSkillMap.json	/2401105/shortDescription	2401105	shortDescription	Doppel伤害UP[Ⅳ] & Magia伤害UP[Ⅱ]	魔女化身伤害UP[Ⅳ] & Magia伤害UP[Ⅱ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅳ] & Magia伤害提升[Ⅱ]	visible-term-closure-exact-supersession	stable-key	DICT-01599	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00333	magica/js/libs/emotionSkillMap.json	/2402102/shortDescription	2402102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01605	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00334	magica/js/libs/emotionSkillMap.json	/2402104/shortDescription	2402104	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01606	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00335	magica/js/libs/emotionSkillMap.json	/2501102/shortDescription	2501102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01613	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00336	magica/js/libs/emotionSkillMap.json	/2501105/shortDescription	2501105	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01616	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00337	magica/js/libs/emotionSkillMap.json	/2502102/shortDescription	2502102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01621	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00338	magica/js/libs/emotionSkillMap.json	/2502104/shortDescription	2502104	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01622	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00339	magica/js/libs/emotionSkillMap.json	/2502110/shortDescription	2502110	shortDescription	Doppel伤害UP[Ⅳ] & Magia伤害UP[Ⅱ]	魔女化身伤害UP[Ⅳ] & Magia伤害UP[Ⅱ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅳ] & Magia伤害提升[Ⅱ]	visible-term-closure-exact-supersession	stable-key	DICT-01625	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00340	magica/js/libs/emotionSkillMap.json	/2503102/shortDescription	2503102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01628	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00341	magica/js/libs/emotionSkillMap.json	/2503103/shortDescription	2503103	shortDescription	Blast伤害UP[Ⅲ] & Doppel伤害UP[Ⅱ]	Blast伤害UP[Ⅲ] & 魔女化身伤害UP[Ⅱ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		Blast伤害提升[Ⅲ] & 魔女化身伤害提升[Ⅱ]	visible-term-closure-exact-supersession	stable-key	DICT-01629	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00342	magica/js/libs/emotionSkillMap.json	/2503104/shortDescription	2503104	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01630	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00343	magica/js/libs/emotionSkillMap.json	/2503112/shortDescription	2503112	shortDescription	自动回复MP[Ⅵ] & Doppel伤害UP[Ⅳ]	自动回复MP[Ⅵ] & 魔女化身伤害UP[Ⅳ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		自动回复MP[Ⅵ] & 魔女化身伤害提升[Ⅳ]	visible-term-closure-exact-supersession	stable-key	DICT-01636	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00344	magica/js/libs/emotionSkillMap.json	/2601102/shortDescription	2601102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01638	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00345	magica/js/libs/emotionSkillMap.json	/2601104/shortDescription	2601104	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01640	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00346	magica/js/libs/emotionSkillMap.json	/2601108/shortDescription	2601108	shortDescription	Doppel伤害UP[Ⅱ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅱ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅱ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01643	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00347	magica/js/libs/emotionSkillMap.json	/2601112/shortDescription	2601112	shortDescription	战斗开始时获得火属性攻击力UP[Ⅴ] & Doppel伤害UP[Ⅲ](己全/5T)的状态	战斗开始时获得火属性攻击力UP[Ⅴ] & 魔女化身伤害UP[Ⅲ](己全/5T)的状态	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		战斗开始时获得火属性攻击力提升[Ⅴ] & 魔女化身伤害提升[Ⅲ](己全/5T)的状态	visible-term-closure-exact-supersession	stable-key	DICT-01645	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00348	magica/js/libs/emotionSkillMap.json	/2602102/shortDescription	2602102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01648	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00349	magica/js/libs/emotionSkillMap.json	/2602104/shortDescription	2602104	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01649	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00350	magica/js/libs/emotionSkillMap.json	/2700102/shortDescription	2700102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01654	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00351	magica/js/libs/emotionSkillMap.json	/2700104/shortDescription	2700104	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01656	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00352	magica/js/libs/emotionSkillMap.json	/2701102/shortDescription	2701102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01661	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00353	magica/js/libs/emotionSkillMap.json	/2701104/shortDescription	2701104	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01662	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00354	magica/js/libs/emotionSkillMap.json	/3002101/shortDescription	3002101	shortDescription	Doppel伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅲ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01667	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00355	magica/js/libs/emotionSkillMap.json	/3002102/shortDescription	3002102	shortDescription	Doppel伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅲ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01668	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00356	magica/js/libs/emotionSkillMap.json	/3003101/shortDescription	3003101	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01676	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00357	magica/js/libs/emotionSkillMap.json	/3003102/shortDescription	3003102	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01677	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00358	magica/js/libs/emotionSkillMap.json	/3013102/shortDescription	3013102	shortDescription	Doppel伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅲ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01685	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00359	magica/js/libs/emotionSkillMap.json	/3013104/shortDescription	3013104	shortDescription	Doppel伤害UP[Ⅳ] & Magia伤害UP[Ⅱ]	魔女化身伤害UP[Ⅳ] & Magia伤害UP[Ⅱ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅳ] & Magia伤害提升[Ⅱ]	visible-term-closure-exact-supersession	stable-key	DICT-01687	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00360	magica/js/libs/emotionSkillMap.json	/3014103/shortDescription	3014103	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01698	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00361	magica/js/libs/emotionSkillMap.json	/3014106/shortDescription	3014106	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01700	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00362	magica/js/libs/emotionSkillMap.json	/3015104/shortDescription	3015104	shortDescription	Doppel伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅲ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01707	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00363	magica/js/libs/emotionSkillMap.json	/3015106/shortDescription	3015106	shortDescription	Doppel伤害UP[Ⅳ] & Magia伤害UP[Ⅱ]	魔女化身伤害UP[Ⅳ] & Magia伤害UP[Ⅱ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅳ] & Magia伤害提升[Ⅱ]	visible-term-closure-exact-supersession	stable-key	DICT-01709	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00364	magica/js/libs/emotionSkillMap.json	/3017103/shortDescription	3017103	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01715	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00365	magica/js/libs/emotionSkillMap.json	/3017106/shortDescription	3017106	shortDescription	Doppel伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅰ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅰ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01717	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00366	magica/js/libs/emotionSkillMap.json	/3018103/shortDescription	3018103	shortDescription	Doppel伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	魔女化身伤害UP[Ⅲ] & Magia伤害UP[Ⅰ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅲ] & Magia伤害提升[Ⅰ]	visible-term-closure-exact-supersession	stable-key	DICT-01726	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
P18-00367	magica/js/libs/emotionSkillMap.json	/3018104/shortDescription	3018104	shortDescription	Doppel伤害UP[Ⅳ] & Magia伤害UP[Ⅱ]	魔女化身伤害UP[Ⅳ] & Magia伤害UP[Ⅱ]	official_cn_game_term	official dump authority.json doppelList + skill shortDescription	authority-component-normalization	authority-verified	1.00	official_cn_game_term		魔女化身伤害提升[Ⅳ] & Magia伤害提升[Ⅱ]	visible-term-closure-exact-supersession	stable-key	DICT-01727	root-reviewed-official-cn-terminology	root-reviewed-approved	runtime_pass18_outside_pass15	authority-verified
