unique_id	scope	japanese_or_source_original	current_cn	occurrences	provenance_class	max_risk	authority_statuses	authority_matches	sample_locations	review_status	suggested_cn
MTU-05749	runtime_dictionary	メモリア「切り開けキュゥべえナイト」(Lv最大/最大限界突破済)	记忆结晶「开辟前路吧，丘比骑士」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25606/description	needs-human-review	needs-review/root-translation-required
MTU-05750	runtime_dictionary	メモリア「噂の少女デス・カリブー」	记忆结晶「传闻少女死亡驯鹿」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25622/name	needs-human-review	needs-review/root-translation-required
MTU-05751	runtime_dictionary	メモリア「噂の少女デス・カリブー」(Lv最大/最大限界突破済)	记忆结晶「传闻少女死亡驯鹿」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25622/description	needs-human-review	needs-review/root-translation-required
MTU-05752	runtime_dictionary	メモリア「変わらず賑やかなお隣さん」	记忆结晶「一如往常热闹的邻居」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31455/name	needs-human-review	needs-review/root-translation-required
MTU-05753	runtime_dictionary	メモリア「変わらず賑やかなお隣さん」(Lv最大/最大限界突破済)	记忆结晶「一如往常热闹的邻居」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31455/description	needs-human-review	needs-review/root-translation-required
MTU-05754	runtime_dictionary	メモリア「夏のインパクト!?」	记忆结晶「夏日冲击!?」	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25618/name;magica/js/libs/shopItemList.json#33211/name	needs-human-review	needs-review/root-translation-required
MTU-05755	runtime_dictionary	メモリア「夏のインパクト!?」(Lv最大/最大限界突破済)	记忆结晶「夏日冲击!?」（等级已满/已达最大界限突破）	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25618/description;magica/js/libs/shopItemList.json#33211/description	needs-human-review	needs-review/root-translation-required
MTU-05756	runtime_dictionary	メモリア「夏のベストタイム」	记忆结晶「夏日最佳时光」	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33332/name;magica/js/libs/shopItemList.json#33366/name	needs-human-review	needs-review/root-translation-required
MTU-05757	runtime_dictionary	メモリア「夏のベストタイム」(Lv1/限界突破なし)	记忆结晶「夏日最佳时光」（Lv1/未界限突破）	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33332/description;magica/js/libs/shopItemList.json#33366/description	needs-human-review	needs-review/root-translation-required
MTU-05758	runtime_dictionary	メモリア「夏へダイブ＜月夜・月咲＞」	记忆结晶「跃入夏日＜月夜·月咲＞」	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33321/name;magica/js/libs/shopItemList.json#33348/name	needs-human-review	needs-review/root-translation-required
MTU-05759	runtime_dictionary	メモリア「夏へダイブ＜月夜・月咲＞」(Lv1/限界突破なし)	记忆结晶「跃入夏日＜月夜·月咲＞」（Lv1/未界限突破）	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33321/description;magica/js/libs/shopItemList.json#33348/description	needs-human-review	needs-review/root-translation-required
MTU-05760	runtime_dictionary	メモリア「夢の続きは目覚めた後で」	记忆结晶「梦的续篇在醒来之后」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25594/name	needs-human-review	needs-review/root-translation-required
MTU-05761	runtime_dictionary	メモリア「夢の続きは目覚めた後で」(Lv最大/最大限界突破済)	记忆结晶「梦的续篇在醒来之后」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25594/description	needs-human-review	needs-review/root-translation-required
MTU-05762	runtime_dictionary	メモリア「天音姉妹の三女月練でござる」	记忆结晶「在下乃天音姐妹三女月练」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25616/name	needs-human-review	needs-review/root-translation-required
MTU-05763	runtime_dictionary	メモリア「天音姉妹の三女月練でござる」(Lv最大/最大限界突破済)	记忆结晶「在下乃天音姐妹三女月练」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25616/description	needs-human-review	needs-review/root-translation-required
MTU-05764	runtime_dictionary	メモリア「女神様は静観している」	记忆结晶「女神静静旁观」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25604/name	needs-human-review	needs-review/root-translation-required
MTU-05765	runtime_dictionary	メモリア「女神様は静観している」(Lv最大/最大限界突破済)	记忆结晶「女神静静旁观」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25604/description	needs-human-review	needs-review/root-translation-required
MTU-05766	runtime_dictionary	メモリア「安らげる居場所」	记忆结晶「能够安心的归处」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25620/name	needs-human-review	needs-review/root-translation-required
MTU-05767	runtime_dictionary	メモリア「安らげる居場所」(Lv最大/最大限界突破済)	记忆结晶「能够安心的归处」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25620/description	needs-human-review	needs-review/root-translation-required
MTU-05768	runtime_dictionary	メモリア「宝物がここに」	记忆结晶「宝物就在这里」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25619/name	needs-human-review	needs-review/root-translation-required
MTU-05769	runtime_dictionary	メモリア「宝物がここに」(Lv最大/最大限界突破済)	记忆结晶「宝物就在这里」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25619/description	needs-human-review	needs-review/root-translation-required
MTU-05770	runtime_dictionary	メモリア「宿命に導かれて」	记忆结晶「受宿命指引」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31479/name	needs-human-review	needs-review/root-translation-required
MTU-05771	runtime_dictionary	メモリア「宿命に導かれて」(Lv最大/最大限界突破済)	记忆结晶「受宿命指引」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31479/description	needs-human-review	needs-review/root-translation-required
MTU-05772	runtime_dictionary	メモリア「巫の墓」	记忆结晶「巫女之墓」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31463/name	needs-human-review	needs-review/root-translation-required
MTU-05773	runtime_dictionary	メモリア「巫の墓」(Lv最大/最大限界突破済)	记忆结晶「巫女之墓」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31463/description	needs-human-review	needs-review/root-translation-required
MTU-05774	runtime_dictionary	メモリア「心地よいアンバランス」	记忆结晶「舒适的不平衡」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25597/name	needs-human-review	needs-review/root-translation-required
MTU-05775	runtime_dictionary	メモリア「心地よいアンバランス」(Lv最大/最大限界突破済)	记忆结晶「舒适的不平衡」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25597/description	needs-human-review	needs-review/root-translation-required
MTU-05776	runtime_dictionary	メモリア「思いがけないリアクション」	记忆结晶「意想不到的反应」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25613/name	needs-human-review	needs-review/root-translation-required
MTU-05777	runtime_dictionary	メモリア「思いがけないリアクション」(Lv最大/最大限界突破済)	记忆结晶「意想不到的反应」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25613/description	needs-human-review	needs-review/root-translation-required
MTU-05778	runtime_dictionary	メモリア「戻れないあの頃」	记忆结晶「再也回不去的那段时光」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25595/name	needs-human-review	needs-review/root-translation-required
MTU-05779	runtime_dictionary	メモリア「戻れないあの頃」(Lv最大/最大限界突破済)	记忆结晶「再也回不去的那段时光」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25595/description	needs-human-review	needs-review/root-translation-required
MTU-05780	runtime_dictionary	メモリア「掌中のぬくもり」	记忆结晶「掌心的温暖」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25603/name	needs-human-review	needs-review/root-translation-required
MTU-05781	runtime_dictionary	メモリア「掌中のぬくもり」(Lv最大/最大限界突破済)	记忆结晶「掌心的温暖」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25603/description	needs-human-review	needs-review/root-translation-required
MTU-05782	runtime_dictionary	メモリア「新たな年にときめいて」(Lv最大/最大限界突破済)	记忆结晶「为新的一年心动」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#18377/description	needs-human-review	needs-review/root-translation-required
MTU-05783	runtime_dictionary	メモリア「新鮮なポジション」	记忆结晶「新鲜的站位」	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33330/name;magica/js/libs/shopItemList.json#33364/name	needs-human-review	needs-review/root-translation-required
MTU-05784	runtime_dictionary	メモリア「新鮮なポジション」(Lv1/限界突破なし)	记忆结晶「新鲜的站位」（Lv1/未界限突破）	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33330/description;magica/js/libs/shopItemList.json#33364/description	needs-human-review	needs-review/root-translation-required
MTU-05785	runtime_dictionary	メモリア「日の本の為に魂を」	记忆结晶「为日之本献上灵魂」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31481/name	needs-human-review	needs-review/root-translation-required
MTU-05786	runtime_dictionary	メモリア「日の本の為に魂を」(Lv最大/最大限界突破済)	记忆结晶「为日之本献上灵魂」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31481/description	needs-human-review	needs-review/root-translation-required
MTU-05787	runtime_dictionary	メモリア「最初で最後の１ページ」	记忆结晶「最初也是最后的一页」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25612/name	needs-human-review	needs-review/root-translation-required
MTU-05788	runtime_dictionary	メモリア「最初で最後の１ページ」(Lv最大/最大限界突破済)	记忆结晶「最初也是最后的一页」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25612/description	needs-human-review	needs-review/root-translation-required
MTU-05789	runtime_dictionary	メモリア「朝は運命の瞬間」	记忆结晶「清晨是命运的瞬间」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25599/name	needs-human-review	needs-review/root-translation-required
MTU-05790	runtime_dictionary	メモリア「朝は運命の瞬間」(Lv最大/最大限界突破済)	记忆结晶「清晨是命运的瞬间」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25599/description	needs-human-review	needs-review/root-translation-required
MTU-05791	runtime_dictionary	メモリア「未来への決意を」	记忆结晶「献上面向未来的决意」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31477/name	needs-human-review	needs-review/root-translation-required
MTU-05792	runtime_dictionary	メモリア「未来への決意を」(Lv最大/最大限界突破済)	记忆结晶「献上面向未来的决意」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31477/description	needs-human-review	needs-review/root-translation-required
MTU-05793	runtime_dictionary	メモリア「東西の講和」	记忆结晶「东西和解」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25600/name	needs-human-review	needs-review/root-translation-required
MTU-05794	runtime_dictionary	メモリア「東西の講和」(Lv最大/最大限界突破済)	记忆结晶「东西和解」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25600/description	needs-human-review	needs-review/root-translation-required
MTU-05795	runtime_dictionary	メモリア「歓喜は刹那か永遠か…？」	记忆结晶「欢喜究竟是刹那还是永恒…？」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31464/name	needs-human-review	needs-review/root-translation-required
MTU-05796	runtime_dictionary	メモリア「歓喜は刹那か永遠か…？」(Lv最大/最大限界突破済)	记忆结晶「欢喜究竟是刹那还是永恒…？」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31464/description	needs-human-review	needs-review/root-translation-required
MTU-05797	runtime_dictionary	メモリア「泡の行方」	记忆结晶「泡沫的去向」	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33327/name;magica/js/libs/shopItemList.json#33359/name	needs-human-review	needs-review/root-translation-required
MTU-05798	runtime_dictionary	メモリア「泡の行方」(Lv1/限界突破なし)	记忆结晶「泡沫的去向」（Lv1/未界限突破）	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33327/description;magica/js/libs/shopItemList.json#33359/description	needs-human-review	needs-review/root-translation-required
MTU-05799	runtime_dictionary	メモリア「波の彼方をめざして」	记忆结晶「向着海浪彼方」	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33328/name;magica/js/libs/shopItemList.json#33360/name	needs-human-review	needs-review/root-translation-required
MTU-05800	runtime_dictionary	メモリア「波の彼方をめざして」(Lv1/限界突破なし)	记忆结晶「向着海浪彼方」（Lv1/未界限突破）	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33328/description;magica/js/libs/shopItemList.json#33360/description	needs-human-review	needs-review/root-translation-required
MTU-05801	runtime_dictionary	メモリア「海の中でも自由自在！」	记忆结晶「在海中也自由自在！」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31480/name	needs-human-review	needs-review/root-translation-required
MTU-05802	runtime_dictionary	メモリア「海の中でも自由自在！」(Lv最大/最大限界突破済)	记忆结晶「在海中也自由自在！」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31480/description	needs-human-review	needs-review/root-translation-required
MTU-05803	runtime_dictionary	メモリア「深紅の決断」	记忆结晶「深红的决断」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31470/name	needs-human-review	needs-review/root-translation-required
MTU-05804	runtime_dictionary	メモリア「深紅の決断」(Lv最大/最大限界突破済)	记忆结晶「深红的决断」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31470/description	needs-human-review	needs-review/root-translation-required
MTU-05805	runtime_dictionary	メモリア「物語が始まる一歩」	记忆结晶「故事启程的一步」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31450/name	needs-human-review	needs-review/root-translation-required
MTU-05806	runtime_dictionary	メモリア「物語が始まる一歩」(Lv最大/最大限界突破済)	记忆结晶「故事启程的一步」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31450/description	needs-human-review	needs-review/root-translation-required
MTU-05807	runtime_dictionary	メモリア「物語（ウワサ）も知っている」	记忆结晶「故事（传闻）也全都知道」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31452/name	needs-human-review	needs-review/root-translation-required
MTU-05808	runtime_dictionary	メモリア「物語（ウワサ）も知っている」(Lv最大/最大限界突破済)	记忆结晶「故事（传闻）也全都知道」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31452/description	needs-human-review	needs-review/root-translation-required
MTU-05809	runtime_dictionary	メモリア「白い椿のもとで」	记忆结晶「在白色山茶之下」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31458/name	needs-human-review	needs-review/root-translation-required
MTU-05810	runtime_dictionary	メモリア「白い椿のもとで」(Lv最大/最大限界突破済)	记忆结晶「在白色山茶之下」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31458/description	needs-human-review	needs-review/root-translation-required
MTU-05811	runtime_dictionary	メモリア「皆さんに会える場所」	记忆结晶「能与大家相见的地方」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31460/name	needs-human-review	needs-review/root-translation-required
MTU-05812	runtime_dictionary	メモリア「皆さんに会える場所」(Lv最大/最大限界突破済)	记忆结晶「能与大家相见的地方」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31460/description	needs-human-review	needs-review/root-translation-required
MTU-05813	runtime_dictionary	メモリア「真夏の夕陽に照らされ」	记忆结晶「沐浴盛夏夕阳」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33212/name	needs-human-review	needs-review/root-translation-required
MTU-05814	runtime_dictionary	メモリア「真夏の夕陽に照らされ」(Lv最大/最大限界突破済)	记忆结晶「沐浴盛夏夕阳」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33212/description	needs-human-review	needs-review/root-translation-required
MTU-05815	runtime_dictionary	メモリア「真夏の海のいろは！」	记忆结晶「盛夏海边的彩羽！」	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33320/name;magica/js/libs/shopItemList.json#33347/name	needs-human-review	needs-review/root-translation-required
MTU-05816	runtime_dictionary	メモリア「真夏の海のいろは！」(Lv1/限界突破なし)	记忆结晶「盛夏海边的彩羽！」（Lv1/未界限突破）	2	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33320/description;magica/js/libs/shopItemList.json#33347/description	needs-human-review	needs-review/root-translation-required
MTU-05817	runtime_dictionary	メモリア「私と重なる新たな私」	记忆结晶「与我重叠的全新自我」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33776/name	needs-human-review	needs-review/root-translation-required
MTU-05818	runtime_dictionary	メモリア「私と重なる新たな私」(Lv最大/最大限界突破済)	记忆结晶「与我重叠的全新自我」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#33776/description	needs-human-review	needs-review/root-translation-required
MTU-05819	runtime_dictionary	メモリア「空気を吸って吐くように」	记忆结晶「如同呼吸一般自然」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31475/name	needs-human-review	needs-review/root-translation-required
MTU-05820	runtime_dictionary	メモリア「空気を吸って吐くように」(Lv最大/最大限界突破済)	记忆结晶「如同呼吸一般自然」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31475/description	needs-human-review	needs-review/root-translation-required
MTU-05821	runtime_dictionary	メモリア「突如届いた石×200」	记忆结晶「突然送来的宝石×200」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31453/name	needs-human-review	needs-review/root-translation-required
MTU-05822	runtime_dictionary	メモリア「突如届いた石×200」(Lv最大/最大限界突破済)	记忆结晶「突然送来的宝石×200」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31453/description	needs-human-review	needs-review/root-translation-required
MTU-05823	runtime_dictionary	メモリア「紅い躑躅のもとで」	记忆结晶「在绯红杜鹃之下」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31457/name	needs-human-review	needs-review/root-translation-required
MTU-05824	runtime_dictionary	メモリア「紅い躑躅のもとで」(Lv最大/最大限界突破済)	记忆结晶「在绯红杜鹃之下」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31457/description	needs-human-review	needs-review/root-translation-required
MTU-05825	runtime_dictionary	メモリア「線を踏み越える」	记忆结晶「跨越界线」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25621/name	needs-human-review	needs-review/root-translation-required
MTU-05826	runtime_dictionary	メモリア「線を踏み越える」(Lv最大/最大限界突破済)	记忆结晶「跨越界线」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25621/description	needs-human-review	needs-review/root-translation-required
MTU-05827	runtime_dictionary	メモリア「繋がれる場所」	记忆结晶「彼此相连之处」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25609/name	needs-human-review	needs-review/root-translation-required
MTU-05828	runtime_dictionary	メモリア「繋がれる場所」(Lv最大/最大限界突破済)	记忆结晶「彼此相连之处」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25609/description	needs-human-review	needs-review/root-translation-required
MTU-05829	runtime_dictionary	メモリア「美しいものなんてない」	记忆结晶「根本没有什么美丽之物」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25611/name	needs-human-review	needs-review/root-translation-required
MTU-05830	runtime_dictionary	メモリア「美しいものなんてない」(Lv最大/最大限界突破済)	记忆结晶「根本没有什么美丽之物」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25611/description	needs-human-review	needs-review/root-translation-required
MTU-05831	runtime_dictionary	メモリア「至高のボディはアリナが守る」	记忆结晶「至高之躯由阿莉娜守护」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25610/name	needs-human-review	needs-review/root-translation-required
MTU-05832	runtime_dictionary	メモリア「至高のボディはアリナが守る」(Lv最大/最大限界突破済)	记忆结晶「至高之躯由阿莉娜守护」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25610/description	needs-human-review	needs-review/root-translation-required
MTU-05833	runtime_dictionary	メモリア「色とりどりの私たち」	记忆结晶「五彩缤纷的我们」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31454/name	needs-human-review	needs-review/root-translation-required
MTU-05834	runtime_dictionary	メモリア「色とりどりの私たち」(Lv最大/最大限界突破済)	记忆结晶「五彩缤纷的我们」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31454/description	needs-human-review	needs-review/root-translation-required
MTU-05835	runtime_dictionary	メモリア「蒼い夜空と架空の夜会」	记忆结晶「苍蓝夜空与虚构夜会」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31472/name	needs-human-review	needs-review/root-translation-required
MTU-05836	runtime_dictionary	メモリア「蒼い夜空と架空の夜会」(Lv最大/最大限界突破済)	记忆结晶「苍蓝夜空与虚构夜会」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31472/description	needs-human-review	needs-review/root-translation-required
MTU-05837	runtime_dictionary	メモリア「賑やかなお隣さん」	记忆结晶「热闹的邻居」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31451/name	needs-human-review	needs-review/root-translation-required
MTU-05838	runtime_dictionary	メモリア「賑やかなお隣さん」(Lv最大/最大限界突破済)	记忆结晶「热闹的邻居」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#31451/description	needs-human-review	needs-review/root-translation-required
MTU-05839	runtime_dictionary	メモリア「透き通る夏の色」	记忆结晶「澄澈的夏日色彩」	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25593/name	needs-human-review	needs-review/root-translation-required
MTU-05840	runtime_dictionary	メモリア「透き通る夏の色」(Lv最大/最大限界突破済)	记忆结晶「澄澈的夏日色彩」（等级已满/已达最大界限突破）	1	pass8_llm_or_other_unverified	high	official_dump_absent_and_no_closed_wiki_pair		magica/js/libs/shopItemList.json#25593/description	needs-human-review	needs-review/root-translation-required
