file	stable_key	field	japanese_original	pass15_cn	current_cn	authority_tier	authority_source	resolution
itemList.json	SPECIAL_ANNIVERSARY_GACHA10_1110_TICKET	description	アニバーサリー★4魔法少女1体確定10連ガチャを1回だけ利用することができるチケット	可使用1次周年纪念★4魔法少女1体必得10連扭蛋的券	可使用1次周年纪念★4魔法少女1体必得10连扭蛋的券	1_official_cn_dump_component	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/GACHA10_TICKET/name;/itemList.json/GACHA10_TICKET/shortDescription	higher_authority_applied
itemList.json	SPECIAL_GACHA_494_TICKET	shortDescription	第2部登場★4魔法少女確定ガチャチケット	第2部登場★4魔法少女必得扭蛋券	第2部登场★4保底魔法少女扭蛋券	1_official_cn_dump_same_record	A:\magireco_cn_dump_20221010_decrypted_json\authority\authority.json#/itemList.json/SPECIAL_GACHA_494_TICKET/description	higher_authority_applied
live2dList.json	1031|01	description	宝崎市立光塚中等教育学校の制服	宝崎市立光塚中等教育学校校服	宝崎市立光冢中等教育学校校服	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\magireco-wiki-data\data\characters.json#/神乐灿/infobox/出身地;/游狩美由利/infobox/出身地	higher_authority_applied
live2dList.json	1032|01	description	宝崎市立光塚中等教育学校の制服	宝崎市立光塚中等教育学校校服	宝崎市立光冢中等教育学校校服	2_wiki_component	C:\Users\proje\Documents\Codex\2026-08-06\https-github-com-hiiraginemu-magireco-wiki-3\work\wiki_authority\magireco-wiki-data\data\characters.json#/神乐灿/infobox/出身地;/游狩美由利/infobox/出身地	higher_authority_applied
pieceList.json	1356	pieceName	スタンバイ・レディ	Standby Ready	准备就绪			changed_unclassified
pieceList.json	1961	pieceName	ネクスト☆アクター	Next☆Actor	下一位☆演员			changed_unclassified
pieceSkillMap.json	142700	shortDescription	バフ解除(敵単/アビリティは解除不可)	解除Buff(敌方单体/能力效果无法解除)	解除增益(敌方单体/能力效果无法解除)			changed_unclassified
pieceSkillMap.json	142701	shortDescription	バフ解除(敵単/アビリティは解除不可)	解除Buff(敌方单体/能力效果无法解除)	解除增益(敌方单体/能力效果无法解除)			changed_unclassified
pieceSkillMap.json	150900	shortDescription	デバフ解除 & 攻撃力UP[Ⅳ](自/3T)	解除Debuff & 攻击力提升[Ⅳ](自身/3T)	解除减益 & 攻击力提升[Ⅳ](自身/3T)			changed_unclassified
pieceSkillMap.json	150901	shortDescription	デバフ解除 & 攻撃力UP[Ⅴ](自/3T)	解除Debuff & 攻击力提升[Ⅴ](自身/3T)	解除减益 & 攻击力提升[Ⅴ](自身/3T)			changed_unclassified
pieceSkillMap.json	151600	name	イグノアデバフ[Ⅲ]	Debuff无效[Ⅲ]	减益无效[Ⅲ]			changed_unclassified
pieceSkillMap.json	151601	name	イグノアデバフ[Ⅲ]	Debuff无效[Ⅲ]	减益无效[Ⅲ]			changed_unclassified
pieceSkillMap.json	155100	name	アンチ・デバフ	Debuff免疫	减益免疫			changed_unclassified
pieceSkillMap.json	155101	name	アンチ・デバフ	Debuff免疫	减益免疫			changed_unclassified
pieceSkillMap.json	156900	shortDescription	ダメージアップ状態[Ⅷ] & デバフ効果を2回無効(自/1T)	伤害提升状态[Ⅷ] & 2次Debuff无效(自身/1T)	伤害提升状态[Ⅷ] & 2次减益无效(自身/1T)			changed_unclassified
pieceSkillMap.json	156901	shortDescription	ダメージアップ状態[Ⅸ] & デバフ効果を2回無効(自/1T)	伤害提升状态[Ⅸ] & 2次Debuff无效(自身/1T)	伤害提升状态[Ⅸ] & 2次减益无效(自身/1T)			changed_unclassified
pieceSkillMap.json	167300	name	ドッペル・アップ[Ⅴ]	Doppel提升[Ⅴ]	魔女化身提升[Ⅴ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00613	pass18_authority_applied
pieceSkillMap.json	167301	name	ドッペル・アップ[Ⅶ]	Doppel提升[Ⅶ]	魔女化身提升[Ⅶ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00615	pass18_authority_applied
pieceSkillMap.json	170900	name	ドッペル・アップ[Ⅸ]	Doppel提升[Ⅸ]	魔女化身提升[Ⅸ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00617	pass18_authority_applied
pieceSkillMap.json	170901	name	ドッペル・アップ[Ⅸ]	Doppel提升[Ⅸ]	魔女化身提升[Ⅸ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00619	pass18_authority_applied
pieceSkillMap.json	176100	shortDescription	ドッペルダメージUP[Ⅴ] & ダメージアップ状態[Ⅱ]	Doppel伤害提升[Ⅴ] & 伤害提升状态[Ⅱ]	魔女化身伤害提升[Ⅴ] & 伤害提升状态[Ⅱ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00621	pass18_authority_applied
pieceSkillMap.json	176101	shortDescription	ドッペルダメージUP[Ⅵ] & ダメージアップ状態[Ⅲ]	Doppel伤害提升[Ⅵ] & 伤害提升状态[Ⅲ]	魔女化身伤害提升[Ⅵ] & 伤害提升状态[Ⅲ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00622	pass18_authority_applied
pieceSkillMap.json	183800	name	ドッペル・アップ[Ⅴ]	Doppel提升[Ⅴ]	魔女化身提升[Ⅴ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00623	pass18_authority_applied
pieceSkillMap.json	183801	name	ドッペル・アップ[Ⅶ]	Doppel提升[Ⅶ]	魔女化身提升[Ⅶ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00625	pass18_authority_applied
pieceSkillMap.json	184100	name	ドッペル・アップ[Ⅸ]	Doppel提升[Ⅸ]	魔女化身提升[Ⅸ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00627	pass18_authority_applied
pieceSkillMap.json	184101	name	ドッペル・アップ[Ⅸ]	Doppel提升[Ⅸ]	魔女化身提升[Ⅸ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00629	pass18_authority_applied
pieceSkillMap.json	185300	name	Aドッペル・アップ[Ⅵ]	A·Doppel提升[Ⅵ]	A·魔女化身提升[Ⅵ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00631	pass18_authority_applied
pieceSkillMap.json	185300	shortDescription	マギアダメージUP[Ⅵ] & ドッペルダメージUP[Ⅵ] & 水属性攻撃力UP[Ⅹ](自/1T)	Magia伤害提升[Ⅵ] & Doppel伤害提升[Ⅵ] & 水属性攻击力提升[Ⅹ](自身/1T)	Magia伤害提升[Ⅵ] & 魔女化身伤害提升[Ⅵ] & 水属性攻击力提升[Ⅹ](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00632	pass18_authority_applied
pieceSkillMap.json	185301	name	Aドッペル・アップ[Ⅶ]	A·Doppel提升[Ⅶ]	A·魔女化身提升[Ⅶ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00633	pass18_authority_applied
pieceSkillMap.json	185301	shortDescription	マギアダメージUP[Ⅶ] & ドッペルダメージUP[Ⅶ] & 水属性攻撃力UP[XI](自/1T)	Magia伤害提升[Ⅶ] & Doppel伤害提升[Ⅶ] & 水属性攻击力提升[XI](自身/1T)	Magia伤害提升[Ⅶ] & 魔女化身伤害提升[Ⅶ] & 水属性攻击力提升[XI](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00634	pass18_authority_applied
pieceSkillMap.json	187100	name	Dドッペル・アップ[Ⅵ]	D·Doppel提升[Ⅵ]	D·魔女化身提升[Ⅵ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00635	pass18_authority_applied
pieceSkillMap.json	187100	shortDescription	マギアダメージUP[Ⅵ] & ドッペルダメージUP[Ⅵ] & 闇属性攻撃力UP[Ⅹ](自/1T)	Magia伤害提升[Ⅵ] & Doppel伤害提升[Ⅵ] & 暗属性攻击力提升[Ⅹ](自身/1T)	Magia伤害提升[Ⅵ] & 魔女化身伤害提升[Ⅵ] & 暗属性攻击力提升[Ⅹ](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00636	pass18_authority_applied
pieceSkillMap.json	187101	name	Dドッペル・アップ[Ⅶ]	D·Doppel提升[Ⅶ]	D·魔女化身提升[Ⅶ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00637	pass18_authority_applied
pieceSkillMap.json	187101	shortDescription	マギアダメージUP[Ⅶ] & ドッペルダメージUP[Ⅶ] & 闇属性攻撃力UP[XI](自/1T)	Magia伤害提升[Ⅶ] & Doppel伤害提升[Ⅶ] & 暗属性攻击力提升[XI](自身/1T)	Magia伤害提升[Ⅶ] & 魔女化身伤害提升[Ⅶ] & 暗属性攻击力提升[XI](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00638	pass18_authority_applied
pieceSkillMap.json	188200	shortDescription	ダメージアップ状態[Ⅸ] & ドッペルダメージUP[Ⅱ](自/1T)	伤害提升状态[Ⅸ] & Doppel伤害提升[Ⅱ](自身/1T)	伤害提升状态[Ⅸ] & 魔女化身伤害提升[Ⅱ](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00639	pass18_authority_applied
pieceSkillMap.json	188201	shortDescription	ダメージアップ状態[Ⅹ] & ドッペルダメージUP[Ⅲ](自/1T)	伤害提升状态[Ⅹ] & Doppel伤害提升[Ⅲ](自身/1T)	伤害提升状态[Ⅹ] & 魔女化身伤害提升[Ⅲ](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00640	pass18_authority_applied
pieceSkillMap.json	189600	name	Tドッペル・アップ[Ⅵ]	T·Doppel提升[Ⅵ]	T·魔女化身提升[Ⅵ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00641	pass18_authority_applied
pieceSkillMap.json	189600	shortDescription	マギアダメージUP[Ⅵ] & ドッペルダメージUP[Ⅵ] & 木属性攻撃力UP[Ⅹ](自/1T)	Magia伤害提升[Ⅵ] & Doppel伤害提升[Ⅵ] & 木属性攻击力提升[Ⅹ](自身/1T)	Magia伤害提升[Ⅵ] & 魔女化身伤害提升[Ⅵ] & 木属性攻击力提升[Ⅹ](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00642	pass18_authority_applied
pieceSkillMap.json	189601	name	Tドッペル・アップ[Ⅶ]	T·Doppel提升[Ⅶ]	T·魔女化身提升[Ⅶ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00643	pass18_authority_applied
pieceSkillMap.json	189601	shortDescription	マギアダメージUP[Ⅶ] & ドッペルダメージUP[Ⅶ] & 木属性攻撃力UP[XI](自/1T)	Magia伤害提升[Ⅶ] & Doppel伤害提升[Ⅶ] & 木属性攻击力提升[XI](自身/1T)	Magia伤害提升[Ⅶ] & 魔女化身伤害提升[Ⅶ] & 木属性攻击力提升[XI](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00644	pass18_authority_applied
pieceSkillMap.json	191100	name	Lドッペル・アップ[Ⅵ]	L·Doppel提升[Ⅵ]	L·魔女化身提升[Ⅵ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00645	pass18_authority_applied
pieceSkillMap.json	191100	shortDescription	マギアダメージUP[Ⅵ] & ドッペルダメージUP[Ⅵ] & 光属性攻撃力UP[Ⅹ](自/1T)	Magia伤害提升[Ⅵ] & Doppel伤害提升[Ⅵ] & 光属性攻击力提升[Ⅹ](自身/1T)	Magia伤害提升[Ⅵ] & 魔女化身伤害提升[Ⅵ] & 光属性攻击力提升[Ⅹ](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00646	pass18_authority_applied
pieceSkillMap.json	191101	name	Lドッペル・アップ[Ⅶ]	L·Doppel提升[Ⅶ]	L·魔女化身提升[Ⅶ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00647	pass18_authority_applied
pieceSkillMap.json	191101	shortDescription	マギアダメージUP[Ⅶ] & ドッペルダメージUP[Ⅶ] & 光属性攻撃力UP[XI](自/1T)	Magia伤害提升[Ⅶ] & Doppel伤害提升[Ⅶ] & 光属性攻击力提升[XI](自身/1T)	Magia伤害提升[Ⅶ] & 魔女化身伤害提升[Ⅶ] & 光属性攻击力提升[XI](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00648	pass18_authority_applied
pieceSkillMap.json	196500	shortDescription	バフ解除(敵単/アビリティは解除不可)	解除Buff(敌方单体/能力效果无法解除)	解除增益(敌方单体/能力效果无法解除)			changed_unclassified
pieceSkillMap.json	196501	shortDescription	バフ解除(敵単/アビリティは解除不可)	解除Buff(敌方单体/能力效果无法解除)	解除增益(敌方单体/能力效果无法解除)			changed_unclassified
pieceSkillMap.json	196800	name	イグノアデバフ・サークル[Ⅰ]	Debuff无效光环[Ⅰ]	减益无效光环[Ⅰ]			changed_unclassified
pieceSkillMap.json	196801	name	イグノアデバフ・サークル[Ⅰ]	Debuff无效光环[Ⅰ]	减益无效光环[Ⅰ]			changed_unclassified
pieceSkillMap.json	198100	name	Fドッペル・アップ[Ⅵ]	F·Doppel提升[Ⅵ]	F·魔女化身提升[Ⅵ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00649	pass18_authority_applied
pieceSkillMap.json	198101	name	Fドッペル・アップ[Ⅶ]	F·Doppel提升[Ⅶ]	F·魔女化身提升[Ⅶ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00651	pass18_authority_applied
pieceSkillMap.json	198200	name	アンチ・デバフ	Debuff免疫	减益免疫			changed_unclassified
pieceSkillMap.json	198201	name	アンチ・デバフ	Debuff免疫	减益免疫			changed_unclassified
pieceSkillMap.json	202300	shortDescription	ドッペルダメージUP[Ⅷ] & マギアダメージUP[Ⅶ](自/1T)	Doppel伤害提升[Ⅷ] & Magia伤害提升[Ⅶ](自身/1T)	魔女化身伤害提升[Ⅷ] & Magia伤害提升[Ⅶ](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00654	pass18_authority_applied
pieceSkillMap.json	202301	shortDescription	ドッペルダメージUP[Ⅸ] & マギアダメージUP[Ⅷ](自/1T)	Doppel伤害提升[Ⅸ] & Magia伤害提升[Ⅷ](自身/1T)	魔女化身伤害提升[Ⅸ] & Magia伤害提升[Ⅷ](自身/1T)	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00656	pass18_authority_applied
pieceSkillMap.json	203200	name	Tドッペル・アップ[Ⅷ]	T·Doppel提升[Ⅷ]	T·魔女化身提升[Ⅷ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00659	pass18_authority_applied
pieceSkillMap.json	203201	name	Tドッペル・アップ[Ⅷ]	T·Doppel提升[Ⅷ]	T·魔女化身提升[Ⅷ]	official_cn_game_term	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00661	pass18_authority_applied
sectionList.json	102202	outline	神浜マギアユニオンの中心人物として、色々と懸念のあることを考えているいろは。もっぱらの悩みは自分の腕についた“ブレスレット”のことだった。＠ところが謎の魔法少女の魔力反応があったことを切っ掛けに状況は変わっていく。＠ブレスレットを手に入れた場所に戻って来ると謎の魔法少女に襲われるいろはたち。相手は何人も魔法少女を引き連れたグループで、筆頭にいた少女は“紅晴結菜”と“煌里ひかる”と名乗って去って行った。＠一方その頃、神浜には他の魔法少女たちも続々と神浜に集まっていた。	身为神滨Magia Union的核心人物，彩羽一直思考着种种令人担忧的问题，其中最困扰她的，是戴在手腕上的“手环”。＠然而，一名神秘魔法少女的魔力反应，让局势开始变化。＠彩羽等人回到获得手环的地方，却遭到神秘魔法少女袭击。对方率领着多名魔法少女，为首的两人自称“红晴结菜”与“煌里光”，随后离去。＠与此同时，更多来自其他地区的魔法少女也陆续聚集到神滨。	身为神滨魔法联盟的核心人物，彩羽一直思考着种种令人担忧的问题，其中最困扰她的，是戴在手腕上的“手环”。＠然而，一名神秘魔法少女的魔力反应，让局势开始变化。＠彩羽等人回到获得手环的地方，却遭到神秘魔法少女袭击。对方率领着多名魔法少女，为首的两人自称“红晴结菜”与“煌里光”，随后离去。＠与此同时，更多来自其他地区的魔法少女也陆续聚集到神滨。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00728	pass18_authority_applied
sectionList.json	102203	outline	二木市の魔法少女“プロミストブラッド”と衝突してから暫く。いろはとやちよはブレスレットの謎を解くために灯花たちが居る電波望遠鏡に向かい、ういたちは田舎から出てきた“時女静香”“広江ちはる”“土岐すなお”と共に、彼女たちが人混みを克服できるように神浜を案内していた。＠その中でういたちは、静香たちが“時女一族”という魔法少女のであることを知り、新たに発見した謎の敵を共に撃破する。一方のいろはたちも、灯花の分析の結果、ブレスレットについた石の正体に近付いていた。＠ところがその時、“魔法少女至上主義”に傾倒する魔法少女と、二木市の結菜とひかるが電波望遠鏡に迫っていた。	与二木市的魔法少女团体“Promised Blood”发生冲突后过了一段时间。彩羽与八千代为了查明手环之谜，前往灯花等人所在的电波望远镜；忧则与从乡下来到神滨的时女静香、广江千春、土岐沙绪一起行动，带她们游览神滨，帮助她们适应拥挤人群。＠过程中，忧等人得知静香她们属于名为“时女一族”的魔法少女集团，并共同击败了新发现的神秘敌人。另一边，经过灯花分析，彩羽她们也逐渐接近手环宝石的真相。＠可就在此时，信奉“魔法少女至上主义”的魔法少女，以及来自二木市的结菜与光，正逼近电波望远镜。	与二木市的魔法少女团体“PROMISED BLOOD”发生冲突后过了一段时间。彩羽与八千代为了查明手环之谜，前往灯花等人所在的电波望远镜；忧则与从乡下来到神滨的时女静香、广江千春、土岐沙绪一起行动，带她们游览神滨，帮助她们适应拥挤人群。＠过程中，忧等人得知静香她们属于名为“时女一族”的魔法少女集团，并共同击败了新发现的神秘敌人。另一边，经过灯花分析，彩羽她们也逐渐接近手环宝石的真相。＠可就在此时，信奉“魔法少女至上主义”的魔法少女，以及来自二木市的结菜与光，正逼近电波望远镜。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00729	pass18_authority_applied
sectionList.json	102204	outline	ブレスレットを調べるため、電波望遠鏡を訪れていたいろはとやちよ。そこに現れたのは、魔法少女至上主義を信奉する“ネオマギウス”の“宮尾時雨“と“安積はぐむ”。ふたりは灯花とねむを浚おうとしたが、結菜を含むプロミストブラッドが現れ、鶴乃たちも時女一族を連れて現れた。＠大混戦の中、各グループが自動浄化システムを手に入れるために、強いエネルギーを求める理由を聞いたいろは。＠自分たちにとっても、自動浄化システムを世界に広げるために必要だと知ると、情報の出所であるキュゥべえに、みんなで話を聞くことを提案した。＠一方その頃、かりんは敵を前に窮地に立っていた。	彩羽与八千代为了调查手环来到电波望远镜。出现在她们面前的，是信奉魔法少女至上主义的“Neo-Magius”成员宫尾时雨与安积育梦。两人试图掳走灯花与音梦，Promised Blood的结菜等人却随即现身，鹤乃她们也带着时女一族赶到。＠在混战中，彩羽听见各集团为了获得自动净化系统，都需要寻找强大能量的理由。＠当她得知自己的阵营若想把自动净化系统推广至全世界，同样需要这股能量，便提议众人一起向情报来源丘比询问真相。＠与此同时，香春正独自面对敌人，陷入危机。	彩羽与八千代为了调查手环来到电波望远镜。出现在她们面前的，是信奉魔法少女至上主义的“Neo-Magius”成员宫尾时雨与安积育梦。两人试图掳走灯花与音梦，PROMISED BLOOD的结菜等人却随即现身，鹤乃她们也带着时女一族赶到。＠在混战中，彩羽听见各集团为了获得自动净化系统，都需要寻找强大能量的理由。＠当她得知自己的阵营若想把自动净化系统推广至全世界，同样需要这股能量，便提议众人一起向情报来源丘比询问真相。＠与此同时，香春正独自面对敌人，陷入危机。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00730	pass18_authority_applied
sectionList.json	102301	outline	電波望遠鏡に入ったいろはたちが知ったのは、エネルギーを保有する石の正体がイブの欠片であるという事実。そして自動浄化システムを巡る争いでエネルギーを得るというキュゥべえの実験に付き合わされているということだった。＠その後、家路につく中でかごめには“魔法少女の話を広げるためのウワサ”が憑いているという真実を聞かされるいろはたち。すると目の前に“リヴィア・メディロス”“篠目ヨヅル”“佐和月出里”という調整屋の３人が現れた。＠一方プロミストブラッドに襲われたかりんは、仲間の助けが来るものの、自らが前に出て重傷を負ってしまう。相手は“大庭樹里”と“笠音アオ”と名乗って去って行った。	进入电波望远镜后，彩羽等人得知了真相：蕴含能量的宝石其实是夏娃的碎片，而众人为了自动净化系统展开争夺，也只是被迫参与丘比“通过竞争产生能量”的实验。＠回家途中，她们又从笼目口中得知，她身上附着着一个“为了传播魔法少女故事而诞生的传闻”。这时，三名调整师——莉薇娅·梅黛洛斯、篠目夜鹤、佐和月出里——出现在众人面前。＠另一边，遭Promised Blood袭击的香春虽然等到了伙伴支援，却因主动上前而身负重伤。袭击者自称大庭树里与笠音青，随后离去。	进入电波望远镜后，彩羽等人得知了真相：蕴含能量的宝石其实是夏娃的碎片，而众人为了自动净化系统展开争夺，也只是被迫参与丘比“通过竞争产生能量”的实验。＠回家途中，她们又从笼目口中得知，她身上附着着一个“为了传播魔法少女故事而诞生的传闻”。这时，三名调整师——莉薇娅·梅黛洛斯、篠目夜鹤、佐和月出里——出现在众人面前。＠另一边，遭PROMISED BLOOD袭击的香春虽然等到了伙伴支援，却因主动上前而身负重伤。袭击者自称大庭树里与笠音青，随后离去。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00731	pass18_authority_applied
sectionList.json	102302	outline	自動浄化システムを手に入れるため、キモチの石を求める魔法少女たち。キモチの所在を探るため、いろはたちは遊ぶフリをしながら、大まかな位置をういに纏めて貰っていた。＠対してプロミストブラッドのアオとひかるは、いろはたちを追いながらキモチが居る北養区のモーモーファームに辿り着いた。だがそれは、いろはたちの罠。窮地に追いやられたアオとひかるだったが、結菜と樹里の助けがあって、その場を後にする。＠神浜の土地に詳しい者が欲しくなる結菜。樹里はそれを叶えられる人物に目星を付けると、ネオマギウスの時雨とはぐむに接触し、強制的に手伝わせることにした。	为了获得自动净化系统，魔法少女们开始寻找“Kimochi之石”。为了查明Kimochi的位置，彩羽等人假装游玩，请忧整理出大致分布。＠Promised Blood的青与光在追踪彩羽等人时，抵达北养区的哞哞牧场，却发现这其实是彩羽等人布下的陷阱。两人一度陷入绝境，最后在结菜与树里的帮助下成功撤离。＠结菜意识到自己需要一名熟悉神滨地理的协助者。树里锁定了能够胜任的人选，接触Neo-Magius的时雨与育梦，强迫她们加入行动。	为了获得自动净化系统，魔法少女们开始寻找“Kimochi之石”。为了查明Kimochi的位置，彩羽等人假装游玩，请忧整理出大致分布。＠PROMISED BLOOD的青与光在追踪彩羽等人时，抵达北养区的哞哞牧场，却发现这其实是彩羽等人布下的陷阱。两人一度陷入绝境，最后在结菜与树里的帮助下成功撤离。＠结菜意识到自己需要一名熟悉神滨地理的协助者。树里锁定了能够胜任的人选，接触Neo-Magius的时雨与育梦，强迫她们加入行动。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00733	pass18_authority_applied
sectionList.json	102303	outline	北養の山奥でキモチの結界の位置を、概ね特定したいろはたち神浜マギアユニオン。翌日に詳しい調査を行うはずだったが、外から大量の魔法少女が来た反応があり、少数で対応することになった。＠ところが、全てはプロミストブラッドの結菜の策略。大量の魔法少女の反応は偽物だった。さらに、追いかけていたユニオンのメンバーは、実行犯のひかるを追い詰めるものの調整屋がいる中立地帯で手が出せず、山に入ったいろはたちもプロミストブラッドに追われて逃げることになった。＠キモチの場所を陣取られ、協力者である静香が重傷を負う中で帰路につくいろはたち。それでも希望は残っていた。	神滨Magia Union在北养深山中基本确定了Kimochi结界的位置。本应于次日展开详细调查，却突然探测到大量外来魔法少女进入神滨，只得分出少数人手应对。＠然而一切都是结菜的计谋，那些大量魔法少女的反应全是伪造。追击执行者光的Union成员虽然将她逼入绝境，却因进入调整师所在的中立区而无法出手；进入山区的彩羽等人也遭Promised Blood追击，只能撤退。＠Kimochi所在地被敌人占据，协助者静香又身负重伤，彩羽等人只能踏上归途。即便如此，她们仍保留着一线希望。	神滨魔法联盟在北养深山中基本确定了Kimochi结界的位置。本应于次日展开详细调查，却突然探测到大量外来魔法少女进入神滨，只得分出少数人手应对。＠然而一切都是结菜的计谋，那些大量魔法少女的反应全是伪造。追击执行者光的Union成员虽然将她逼入绝境，却因进入调整师所在的中立区而无法出手；进入山区的彩羽等人也遭PROMISED BLOOD追击，只能撤退。＠Kimochi所在地被敌人占据，协助者静香又身负重伤，彩羽等人只能踏上归途。即便如此，她们仍保留着一线希望。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00734	pass18_authority_applied
sectionList.json	102304	outline	プロミストブラッドにキモチの周辺を陣取られたユニオン。＠ところが、みふゆの作戦により、キモチの結界を見つけることを条件に、決着を結界内まで引っ張ることに成功した。＠増援を送り合って均衡を保つ両グループ。結菜が大量の仲間を連れて現れ、静香たち時女一族がそれを押さえに現れると、両者とも結界内に入っていった。＠その後、混迷する中でキモチに打撃を与えた静香。ところが、最後にフェリシアがトドメを刺したことで彼女の腕にキモチの石がはまったブレスレットが付いてしまった。＠その後、石を手に入れて喜ぶユニオンと時女一族だったが、環ういがプロミストブラッドにさらわれてしまった。	Union失去了Kimochi周边的控制权。＠美冬提出作战方案，以找出Kimochi结界为条件，成功把双方决战拖到结界内部。＠两大集团不断派出增援，维持着势均力敌的局面。结菜率领大量伙伴出现，静香等时女一族也赶来阻挡，双方最终一同进入结界。＠混战中，静香成功重创Kimochi；但最后由菲莉希亚完成致命一击，因此镶有Kimochi之石的手环出现在了她手腕上。＠Union与时女一族正为获得宝石而欣喜，环忧却遭Promised Blood掳走。	Union失去了Kimochi周边的控制权。＠美冬提出作战方案，以找出Kimochi结界为条件，成功把双方决战拖到结界内部。＠两大集团不断派出增援，维持着势均力敌的局面。结菜率领大量伙伴出现，静香等时女一族也赶来阻挡，双方最终一同进入结界。＠混战中，静香成功重创Kimochi；但最后由菲莉希亚完成致命一击，因此镶有Kimochi之石的手环出现在了她手腕上。＠Union与时女一族正为获得宝石而欣喜，环忧却遭PROMISED BLOOD掳走。	wiki_exact_organization	magica/i18n_audit/release_v26_authority/pass18_authority_corrections.tsv#P18-00735	pass18_authority_applied
