stable_key	group_type	col_id	field	upstream_value	official_cn_value	source_tier	match	source_path	target_path
help/09/01/text	09	01	text	■フレンドは、相手をフォローすることでフレンドとして登録することができます。<br>フォローしたプレイヤーの魔法少女は、クエストバトル時にサポートとして同行した際、マギア・ドッペルが使用できます。<br>他のプレイヤーからフォローされた場合は、フォロワーとして表示されます。<br>フォロワーが自分の魔法少女をサポートとして使用した場合、サポートPtを得ることができます。<br>サポートPtはログインボーナスと同時に獲得できます。<br/>相互フォローのユーザーが使用した場合は30Pt、その他ユーザーが使用した場合は10Pt獲得でき、1日の上限は3000Ptです。<br/>プレイヤーランクを上げることでフォロー数の上限が増えていきます。	■关注对方即可将对方登入好友列表。<br>选择已关注玩家的魔法少女进行副本协助时，可使用其Magia和魔女化身。<br>获得其他玩家的关注时，该玩家将显示为关注者。<br>当关注者所设的魔法少女参与协助时，可获得协助Pt。<br>协助Pt与登录奖励可同时获得。<br/>在选择互为好友的玩家进行协助时可获得30Pt，选择其他用户可获得10Pt的协助Pt，每日可获得的上限为3000Pt。<br/>随着玩家等级的上升，关注数上限增加。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/@title	10		title	ミラーズ	镜界	official-cn	exact-type	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/01/title	10	01	title	ミラーズ	镜界	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/01/text	10	01	text	■ミラーズでは、鏡の魔女の間にて、他プレイヤーの映し身とのバトルが繰り広げられます。<br>幾重にもわたる「鏡層」を抜けるごとに、貴重なアイテムを獲られるだけでなく、ミラーズの中でストーリーが展開されていきます。<br>・ミラーズではBPを1消費することで、1バトルをおこなうことができます。<br>・消費したBPは60分に１ずつ回復します。<br>・BPはBP回復薬を使用することで回復できます。	■在镜界中，可在镜之魔女间与其他玩家的倒影进行战斗。<br/>每穿过一重「镜层」，不仅可获得珍贵道具，还能在镜界中观看剧情。<br>·在镜界中，每花费1BP即可进行1次战斗。<br/>·已花费的BP每60分钟回复1点。<br>·使用BP回复药即可回复BP。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/02/title	10	02	title	対戦相手の変更	对战对手变更	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/02/text	10	02	text	■ミラーズでは抽選された他プレイヤー3人の中から一人を選択してバトルすることができます。<br>抽選された対戦相手は15分間保持された後、再抽選されます。<br>BPを1消費して「相手変更」することで、すぐに対戦相手の抽選をやり直すことができます。	■在镜界中，可从被抽选的3名玩家之中选择一人进行战斗。<br>可在15分钟后，重新抽选新的对战对手。<br>花费1BP进行「对手变更」，即可立刻重新抽选对战对手。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/03/title	10	03	title	鏡層	镜层	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/03/text	10	03	text	■バトルに勝利することで鏡層が上昇します。鏡層が上がることで様々な報酬が得られます。	■战斗胜利后镜层上升。镜层上升后即可获得各种报酬。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/04/title	10	04	title	果てなしのミラーズ	无尽镜界	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/04/text	10	04	text	■果てなしのミラーズは、だれでも参加可能なバトルです。<br>バトルに勝利することでミラーズPtを獲得することができ、このミラーズPtが一定値に達することで鏡層が上昇します。<br>・果てなしのミラーズで上昇した鏡層は、下がることはありません。	■无尽镜界是任何人都能参加的战斗。<br>战斗胜利即可获得镜界点数，该镜界点数达到一定数值，镜层上升。<br>·在无尽镜界中上升的镜层不会下降。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/05/title	10	05	title	ミラーズPt	镜界Pt	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/05/text	10	05	text	■ミラーズPtは、果てなしのミラーズで勝利することで得られます。また以下のボーナスが存在します。<br><br>・連勝ボーナス<br>連勝数に応じて最大10ptのボーナスが付与されます。<br>7連勝でボーナスはリセットされます。<br/><br>・ターン数ボーナス<br>勝利したターン数に応じてボーナスが付与されます。<br><br/>・格上ボーナス<br>自分より上のランクの対戦相手に勝利するとより大きなボーナスが付与されます。	■在无尽镜界中胜利即可获得镜界点数。此外还有以下奖励。<br><br>·连胜奖励<br>根据连胜次数，最多可给予10Pt的额外奖励。<br>7连胜后奖励重置。<br/><br>·回合数奖励<br>根据胜利的回合数给予奖励。<br><br/>·以弱胜强奖励<br>战胜比自己等级高的对战对手则给予更大的奖励。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/07/title	10	07	title	ミラーズコイン	镜币	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/07/text	10	07	text	■ミラーズバトルをおこなうことで得られる報酬です。<br>ミラーズコインは、ショップでアイテムと交換することが可能です。	■报酬可以通过参加镜界战斗获得。<br>镜币可以在商店交换道具。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/08/title	10	08	title	防衛ボーナス	防御奖励	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/08/text	10	08	text	■前日の防衛数に応じて、ミラーズコインが獲得できます。<br/>防衛ボーナスはミラーズトップページから受け取ることができます。	■根据前一天的防御数，可获得镜币。<br/>防御奖励可在镜界首页中接收。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/09/title	10	09	title	ミラーズ演習	镜界演习	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/10/09/text	10	09	text	■相互でフォローしているプレイヤーとミラーズバトルを行うことができます。<br/>・演習ではBPを消費しませんが、バトルを行うためにはBPを1以上所持している必要があります。<br/>・ミラーズ演習では勝敗にかかわらず、ミラーズコインやミラーズPtは得ることができません。	■可以和互相关注的玩家进行镜界战斗。<br/>・演习虽不消耗BP，但为了进行战斗，至少要拥有1BP。<br/>・在镜界演习中不论胜负，均无法获得镜币和镜界Pt。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/@title	11		title	ガチャ	扭蛋	official-cn	exact-type	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/01/title	11	01	title	レアガチャ	稀有扭蛋	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/01/text	11	01	text	■「マギアストーン」もしくは「ガチャチケット」を使用して★2以上の魔法少女かメモリアを獲得することができます。	■使用「魔法石」或「扭蛋券」可以获得★2以上的魔法少女或者记忆结晶。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/02/title	11	02	title	ピックアップガチャ	Pickup扭蛋	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/02/text	11	02	text	■特定の魔法少女やメモリアの出現確率が上昇しているレアガチャです。	■该稀有扭蛋中，特定的魔法少女和记忆结晶的出现率提高。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/03/title	11	03	title	ノーマルガチャ	普通扭蛋	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/03/text	11	03	text	■サポートPtを使用してメモリアや魔法少女の魔力強化をおこなえるジェムを獲得することができます。<br>サポートPt200ptごとに1回利用できるほか、1日1度無料10回ガチャを利用することができます。	■使用协助Pt可以获得记忆结晶，以及用于魔法少女魔力强化的宝石。<br>每攒满200协助Pt即可抽取一次，除此以外，每天还可以免费抽取一次10连扭蛋。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/04/title	11	04	title	ステップアップガチャ	新手冲刺扭蛋	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/04/text	11	04	text	■利用するたびにSTEPが1段階上がり、各STEPごとに消費する有償マギアストーンの個数や魔法少女の出現確率、獲得できるおまけが異なるガチャです。	■使用付费「魔法石」进行一次十连扭蛋抽取可以获得最少一名★4魔法少女。<br>新手创建角色后7天内可见。<br>使用200颗付费魔法石可以进行一次十连扭蛋抽取，一个账号只能进行一次抽取。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/05/title	11	05	title	★4魔法少女1体確定のカウント	确定出现1名★4魔法少女的计数	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/05/text	11	05	text	■99回連続で★4魔法少女が排出されなかった場合、100回目に必ず★4魔法少女が排出されます。<br>・100回目で排出される★4魔法少女は、通常のガチャと同様にランダムで排出されます。<br />　※ピックアップ確率も通常のピックアップガチャと同じです。<br />・カウントが100回に達する前に★4魔法少女が排出された場合は、カウントがリセット<br />　され、再度1回目からカウントされます。<br />・1回ガチャは1回分、10回ガチャは10回分としてカウントされます。<br />・ガチャチケットを使用した際も、ご利用の回数分カウントされます。<br />・カウントはガチャの種類別に行います。<br />　※同時開催中のガチャであっても、ガチャごとに個別でカウントされます。<br />・「ピックアップガチャ」や「期間限定ガチャ」は、開催期間ごとにカウントするため<br />　開催期間中にカウントされた回数は次の「ピックアップガチャ」や「期間限定ガチャ」へは<br />　引き継がれません。<br />・「レアガチャ」は期間の制限がなく、★4魔法少女が排出されるまでリセットされることは<br />　ありません。<br />・「ノーマルガチャ」は本仕様の対象外です。<br />	■连续99次都没有抽到★4魔法少女的情况下，第100次一定会抽到★4魔法少女。<br>・第100次抽到的★4魔法少女和通常的扭蛋一样是随机抽取的。<br />　※Pickup的概率和通常的Pickup扭蛋相同。<br />・如果在100次之内抽到★4魔法少女，计数会被重置，<br />　从1开始重新计数。<br />・抽1次计数1次，抽10次则计数10次。<br />・使用扭蛋券时，会将按照抽取次数计数。<br />・计数会按照扭蛋种类分别计算。<br />・　※抽取同时开放的多个扭蛋池，也会根据每种扭蛋单独计算次数。<br />・在开放「Pickup扭蛋」和「限时扭蛋」时，由于次数在开放期间独立计算，<br />　开放期间的计数无法在下一次的「Pickup扭蛋」和「限时扭蛋」中继承。<br />・「稀有扭蛋」没有活动期间限制，在抽到★4魔法少女之前<br />　不会重置计数。<br />・「普通扭蛋」不适用本规则。<br />	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/06/title	11	06	title	デスティニージェム	命运宝石	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/06/text	11	06	text	■ガチャで、すでに取得している魔法少女を再び手に入れた場合には、その魔法少女のデスティニージェムが代わりに手に入ります。<br>魔法少女に対し、一定数のデスティニージェムを使用することで、魔法少女を魔力解放させることができます。	■在扭蛋中获得已经拥有的魔法少女时，将改为获得该魔法少女的命运宝石。<br>使用一定数量的命运宝石，可以让魔法少女进行魔力解放。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/07/title	11	07	title	マギアチップ	魔法晶片	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/07/text	11	07	text	■余ったデスティニージェムを変換することで獲得できます。<br/>マギアチップは一定数集めることで、ショップでアイテムと交換することができます。	■可以通过转换多余的命运宝石获得。<br/>收集一定数量的魔法晶片后，可以在商店兑换道具。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/08/title	11	08	title	デスティニークリスタル	命运水晶	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/11/08/text	11	08	text	■獲得時の初期レアリティが★4の魔法少女を最大まで魔力解放している場合に、<br/>その魔法少女のデスティニージェムを変換することでマギアチップに加えて獲得できます。<br/>デスティニークリスタルは一定数集めることで、ショップにて任意の★4魔法少女と交換できます。<br/><br/>※ショップで交換できる魔法少女はレアガチャから出現する★4魔法少女のみとなります。<br/>※期間限定の魔法少女は、期間限定ガチャの開催中のみショップでも交換することができます。	■将初始稀有度为★4的魔法少女的魔力解放到最大程度后，<br/>转换该魔法少女的命运宝石时会额外获得魔法晶片。<br/>收集一定数量的命运水晶后，可以在商店兑换任意的★4魔法少女。<br/><br/>※只能在商店中兑换出现在稀有扭蛋中的★4魔法少女。<br/>※限时魔法少女只可在开放限时扭蛋的期间内，在商店中兑换。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/12/@title	12		title	ミッション	任务	official-cn	exact-type	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/12/01/title	12	01	title	ミッション	任务	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/12/01/text	12	01	text	■ミッションを達成することで、マギアストーンや回復薬などのアイテムが獲得できます。ミッションはゲーム内で特定の行動を取ることで達成可能です。<br/><br/>※第2部12章6話のクエストは、クエストを○回クリア、メインストーリーを○回クリア等のミッションにカウントされません。	■任务达成即可获得魔法石或回复药等道具。任务可通过在游戏内采取特定行动来达成。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/12/02/title	12	02	title	デイリーミッション	每日任务	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/12/02/text	12	02	text	■デイリーミッションは、毎日更新されるミッションです。<br>ミッションは00:00ちょうどに更新されます。<br/>当日中にしかミッション報酬は受け取れませんので、ご注意ください。<br/><br/>※第2部12章6話のクエストは、クエストを○回クリア、メインストーリーを○回クリア等のミッションにカウントされません。	■每日任务指每日更新的任务。<br>任务于00:00点整更新。<br/>注意，任务报酬只能在当天接收。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/12/03/title	12	03	title	累計ミッション	累计任务	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/12/03/text	12	03	text	■累計ミッションは、クエストプレイ回数など、マギアレコードをプレイしている中で一度しか達成できないミッションです。	■累计任务是指副本所进行的次数等只能在魔法纪录中达成一次的任务。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/13/@title	13		title	ショップ・アイテム	商店·道具	official-cn	exact-type	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/13/01/title	13	01	title	ショップ	商店	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/13/01/text	13	01	text	■ゲーム上で役に立つアイテムを入手できます。<br>各種アイテムはマギアストーン・ミラーズコイン・マギアチップと交換となります。	■在这里可获得对游戏有用的道具。<br>可用魔法石、镜币和魔法晶片来交换各种道具。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/@title	14		title	チュートリアル	教程	official-cn	exact-type	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/01/title	14	01	title	チュートリアル【ガチャ】	教程【扭蛋】	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/02/title	14	02	title	チュートリアル【魔法少女】	教程【魔法少女】	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/02/text	14	02	text	<div class='helpPopupImg'><img class='imageZoom' src='/magica/resource/image_web/page/tutorial/popup/navi_021_c.png' alt=''></div>	<div class='helpPopupImg'><img class='imageZoom' src='/magica/resource/image_web/page/tutorial/popup/navi_021_b.png' alt=''></div>	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/03/title	14	03	title	チュートリアル【魔法少女強化】	教程【魔法少女强化】	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/04/title	14	04	title	チュートリアル【メモリア】	教程【记忆结晶】	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/05/title	14	05	title	チュートリアル【ミラーズ】	教程【镜界】	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/06/title	14	06	title	チュートリアル【サポート編成】	教程【协助编成】	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/07/title	14	07	title	チュートリアル【チーム編成】	教程【队伍编成】	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/08/title	14	08	title	チュートリアル【アナザーストーリー】	教程【支线剧情】	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/09/title	14	09	title	チュートリアル【魔法少女ストーリー】	教程【魔法少女剧情】	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/14/10/title	14	10	title	チュートリアル【衣装ストーリー】	教程【衣装剧情】	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/@title	15		title	その他	其他	official-cn	exact-type	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/01/title	15	01	title	プレゼント	礼物	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/01/text	15	01	text	■以下のアイテムなどがプレゼントボックスに届きます。<br>・事前登録や期間限定イベントなどで配布される運営からのプレゼント<br>・クエストやミッションで入手した魔法少女<br><br>※プレゼントボックスに入っているアイテムは、受取期限を過ぎると削除されるのでご注意ください。	■以下道具将被送至礼物箱。<br>·运营商发送的提前注册或是限时活动的礼物等<br>·在副本中获得的魔法少女<br><br>※注意，礼物箱中的道具在超过接收期限后将被自动删除。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/02/title	15	02	title	獲得履歴	获得履历	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/02/text	15	02	text	■クエストやミッション、ガチャなどで直接入手したアイテムの獲得履歴を確認できます。	■可查看在副本或扭蛋中获得的道具履历。<br>	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/03/title	15	03	title	ホーム背景の変更	主页背景变更	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/03/text	15	03	text	■背景アイテムを入手すると、ホーム画面の背景を変更することができます。<br>ホーム画面左上のアイコンをタップ　→　プロフィール画面の「ホーム背景変更」ボタン<br>よりホーム背景変更画面を開いて、変更したい背景を選択してください。<br><br>背景アイテムはイベント報酬やショップで入手することができます。	■获得背景道具后，即可变更主页画面的背景。<br>点击主页画面左上角的图标　→　点击个人画面的「主页背景变更」<br>打开主页背景画面，选择想要变更的背景。<br><br>背景道具可在活动报酬或商店中获得。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/04/title	15	04	title	魔法少女の写真撮影	魔法少女的照片拍摄	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/04/text	15	04	text	■ホーム画面よりカメラを起動して魔法少女の写真を撮影できます。<br>ホーム画面の「MENU」ボタンをタップして、サイドメニューを非表示にした状態で<br>カメラアイコンをタップすると撮影設定画面が開きます。<br><br>■撮影設定<br>撮影設定画面では以下のような操作が行えます。<br><br><img src='/magica/resource/image_web/event/aprilfool2018/common/btn_position.png'>　タップするごとに魔法少女の表示位置を5段階で変更します。<br><br><img src='/magica/resource/image_web/event/aprilfool2018/common/btn_chara.png'>　撮影する魔法少女を変更します。<br><br><img src='/magica/resource/image_web/page/mypage/btn_live2d_02.png'>　魔法少女の衣装を変更します。<br>※撮影設定画面では、仲間にしている魔法少女のみ選択できます。<br><br>撮影設定を終えたら、撮影開始ボタンをタップしてカメラを起動します。<br>※<span class='c_red'>撮影をする際は、カメラ機能へのアクセスが必要です。</span><br>　カメラアクセス権限がない場合は端末の設定画面より、『マギレコ』アプリの<br>　カメラアクセスを許可してください。<br><br>■カメラ画面<br>魔法少女との写真を撮影することができます。<br>写真撮影には2種類の方法があります。<br><br><img src='/magica/resource/image_web/event/aprilfool2018/common/btn_capture.png'>　写真を撮影して画像を保存します。<br>※撮影・保存中にアプリを閉じると画像が正しく保存されない場合がございます。<br>　保存完了後、ポップアップが表示されるまでお待ちください。<br><br><img src='/magica/resource/image_web/event/aprilfool2018/common/btn_timer.png'>　タップしてから5秒後に写真を撮影します。<br><br>カメラ画面では魔法少女および衣装・表示位置の変更ができる他、<br>画面をピンチ操作することで画像をズームイン・アウトすることができます。<br>上手く利用して素敵な写真を撮影しましょう。<br>※<span class='c_red'>撮影した画像の保存には端末の写真フォルダへのアクセスが必要です。</span><br>　アクセス権限がない場合は端末の設定画面より「マギレコ」アプリのストレージアクセスを許可してください。<br><br>■注意事項<br>・撮影ボタンを押してから画像の保存までに時間がかかる場合がありますので、<br>　撮影完了のポップアップが表示されるまでお待ちください。<br>・Android 4.0～4.4.4は、画面の回転が未対応となっております。<br>　ホームボタンを向かって右側にした状態でお楽しみください。<br>・Xperia端末は、ホームボタンを向かって右側にした状態でお楽しみください。<br>・iOS 9.0～9.3.5は非対応のため、OSのバージョンアップデートをしていただきますよう<br>　お願いいたします。<br>・iOS10以降、Android6以降の端末は、撮影時にカメラの使用および<br>　端末内の写真へのアクセスをを許可して頂く必要があります。<br>・動作確認済端末であっても動作しない場合がありますので、ご了承ください。<br>	■在主页画面可以启动照相机给魔法少女拍摄照片。<br>点击主页画面的「菜单」按钮，在子菜单为不显示的状态下<br>点击照相机图标即可打开摄影设定画面。<br><br>■拍摄设定<br>在摄影设定画面能够进行以下操作。<br><br><img src='/magica/resource/image_web/event/aprilfool2018/common/btn_position.png'>　通过点击改变魔法少女的显示位置，能在5个位置之间切换。<br><br><img src='/magica/resource/image_web/event/aprilfool2018/common/btn_chara.png'>　变更拍摄的魔法少女。<br><br><img src='/magica/resource/image_web/page/mypage/btn_live2d_02.png'>　变更魔法少女的服装。<br>※在拍摄设定画面，只能选择成为同伴的魔法少女。<br><br>完成拍摄设定后，点击开始拍摄按钮启动照相机。<br>※<span class='c_red'>拍摄的时候，必须设置照相机的权限。</span><br>　没有启动照相机权限时，请在设备的设定画面里<br>　将『魔法纪录』应用的照相机使用权限设置为允许。<br><br>■照相机画面<br>能和魔法少女一起合影。<br>有两种拍摄照片的方法。<br><br><img src='/magica/resource/image_web/event/aprilfool2018/common/btn_capture.png'>　拍摄后会保存照片。<br>※拍摄・保存途中关闭应用可能导致照片无法成功保存。<br>　保存成功后，请等待弹窗提示。<br><br><img src='/magica/resource/image_web/event/aprilfool2018/common/btn_timer.png'>　点击屏幕后5秒后将拍摄照片。<br><br>在照相机画面，除了能够更改魔法少女以及服装、显示位置之外，<br>还能用双指操作调节画面的缩放。<br>好好利用起来拍出漂亮的照片吧。<br>※<span class='c_red'>摄影后的图像将保存在设备的相册里，需要启动相册的权限。</span><br>　没有启动相册权限时，请在设备的设定画面里将『魔法纪录』应用的保存权限设置为允许。<br><br>■注意事项<br>・按下拍摄按钮后到图像保存为止需要些许时间，<br>　请等待拍摄完成的弹窗弹出后再进行其他操作。<br>・Android系统4.0~4.4.4版本不支持横竖屏的转换。<br>　请在主页按钮在画面左边的状态下享玩。<br>・Xperia设备的用户，请在主页按钮在画面左边的状态下享玩。<br>・因此功能不支持iOS系统9.0~9.3.5版本，<br>　请升级您的系统版本。<br>・iOS10以后的版本以及Android6以后版本的设备，拍摄时需要有启动照相机、<br>　以及访问设备内相册的权限，请设置为允许。<br>・即使是已确认过能运行的设备，也有可能发生无法运行的情况，请知悉。<br>	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/05/title	15	05	title	データ引き継ぎ	不正当·扰乱行为	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/05/text	15	05	text	ご利用の端末を変更する際の手順は下記の通りです。<br><br>■データ引き継ぎの方法<br>（古）引き継ぎ元の端末での操作<br>[その他]　→　[設定]　→　[引き継ぎ]　から設定を行ってください。<br>・パスワードと確認用を入力し[パスワード設定]をタップすると設定完了です。<br>・引き継ぎ用IDとパスワードを控えて、プレイ画面を閉じてください。<br><br>（新）引き継ぎ先の端末での操作<br>引き継ぎしたい端末でゲームを開始しスタート画面の[データ引き継ぎ]を選択してください。<br>・引き継ぎ用IDとパスワードを入力し[引き継ぐ]をタップすると引き継ぎ完了です。<br><br>※複数の端末でデータを共有することはできません。	为提供使客户能够放心游戏的服务，运营中将对不正当·扰乱行为进行处理。<br>提醒：在游戏中，若出现以下行为，则可能被采取包括停用账号在内的措施。<br><br>■视为处理对象的行为<br>·违反使用条款的行为<br>·篡改数据，直接使用特定功能的行为<br>·进行不正当使用，对本服务及其他用户造成不利影响的行为<br>·过于频繁地登录，给服务器造成负担的行为	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/06/title	15	06	title	不正・迷惑行為	数据管理	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/06/text	15	06	text	お客様が安心してお楽しみいただけるサービスをご提供する為、運営では不正、迷惑行為に対して対応を行っております。<br>ゲーム内において、以下の行為が認められた場合は、アカウントの停止を含めた措置を行う可能性がございますので、予めご了承ください。<br><br>■対象となる行為<br>・利用規約に違反する行為<br>・データ改ざんし、直接特定の機能にアクセスする行為<br>・不正アクセスを行い本サービス、または他ユーザー様に不利益を与える行為<br>・過度の連続アクセスにより、サーバーに負担をかける行為	可在[其他]　→　[设定]　→　[数据管理]中变更语音数据和影像数据等下载数据的设定。	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/07/title	15	07	title	データ管理	字体	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/07/text	15	07	text	[その他]　→　[設定]　→　[データ管理]から、ボイスデータ・ムービーデータ等のダウンロードデータの設定を変更することができます。	本软件以下方字体为基础，进行了软件字体的设计，并在游戏中使用了一部分。<br/><br/>◆TT-GothicMB101M （TrueType字体）<br/>※「Gothic粗体 B101 M」为森泽股份有限公司的商标。<br/><br/>◆MotoyaF4apollo5（TrueType字体）<br/>※「Motoya字体」为MOTOYA股份有限公司的商标。<br/>	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
help/15/08/title	15	08	title	フォント	许可标示	official-cn	exact-type-id-field	A:\magicaOLD\js\etc\help.json	magica/resource/image_web/_json/help.json
