sequence	layer	file	key_field	stable_key	field	expected_before	after	runtime_byte_change	counts_toward_residual	original_pass9_residual	authority_tier	authority_type	source_locator	source_record_sha256	wiki_locator	wiki_record_sha256	note
76	pass17_official_override	cardMagiaMap.json	dict_key	90227	name	原子暴怒	原子暴怒	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30032/name;cardMagiaMap.json/30033/name;cardMagiaMap.json/30034/name;cardMagiaMap.json/30035/name	cedf806bc08a3284748eab44b23c9d51cbf026a3f61d53a964a4641555c790b5;ce6cdea36d76a6610d5e767f8245fddc7c42bcbff17c8ed187785de930d5adee;0fd4ebb605a2840a576bc167537c1f616a6de2c5bcc8d14b48be3ea399d7fe4b;9df6388a38a7c145b6f26d7da3a9e7edb13aafcf10869fb69a8f969dbd5db12b	templates.jsonl.gz::Template:角色数据表/都 ひなの#magia中文	475f5bae4654651f7a70c381922248e7375e6b0945fd6e93eac74f6db48a0405	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
77	pass17_first_authority	cardMagiaMap.json	dict_key	90235	name	绝对自坏演舞	绝对自坏演舞	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10174/name;cardMagiaMap.json/10175/name;cardMagiaMap.json/101755/name	9320511799f99c8c337024075f657729e40f68dd5a8e2ea9fe60b22c57d3f270;551b73981accaaca5d8e4e0d510c7d9b4586768ced2fd9f94dd65d8754cc8087;2714b9161c467ff773cc5cc25f3e2dd7fb418a9ac736b15b0a5771e2c6ffa80c	templates.jsonl.gz::Template:角色数据表/八雲 みたま#magia中文	f5c37ca59dc058e9e69d7c8451f90a894daa59465482617d060cd5690d38ff43	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
78	pass17_official_override	cardMagiaMap.json	dict_key	90256	name	Nine Phases	Nine Phases	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10084/name;cardMagiaMap.json/10085/name	a086f67809c21f79c4a0b5b8cc45299277a52fad9f04a79823e8a18ac10b7b5b;2de982279d20e199e16c3e8968f044bb4dd076face7ff832ae187ab2667ae3d1	templates.jsonl.gz::Template:角色数据表/アリナ・グレイ#magia中文	21fe0ce1be2bea018712762fb042397b0a840953e8c7c5d4bf1fed34afcfb74a	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
79	pass17_first_authority	cardMagiaMap.json	dict_key	90271	name	｜铭刻的樱花物语｜	｜铭刻的樱花物语｜	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30434/name;cardMagiaMap.json/30435/name;cardMagiaMap.json/304351/name;cardMagiaMap.json/304355/name	f11809a360917f0c0148d5d1e89ae41550c40597dadf330a3437ad7f97cc4fc0;fb58304520bf3a2f70a48f9d737c9ac8aab10511ccd7ac6f8ed2417fafa90063;82ed082feb956723bccfdf23f4a1aaa55131896aacaf0f50820dd46e7a4d3326;5df8f82cca2bd92a4e52db72e15e0358a2ae71d02fab3adad5554df943038fb2	templates.jsonl.gz::Template:角色数据表/万年桜のウワサ#magia中文	1b2abf6b6ee551db1c5f5acce99cb19d693e1f9403eb098d4c8453bc52fea0b1	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
80	pass17_first_authority	cardMagiaMap.json	dict_key	90281	name	樱语	樱语	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10193/name;cardMagiaMap.json/10194/name;cardMagiaMap.json/10195/name	7211f57b6e7e92dffd6888521f1a06cea8290aae9ee95cedd68bc33eafe3f924;e3d36481f49e434dd5113a565fecc6f7854b95e73b3466d4e623b623052ad49d;dd25746a8287314ef4f718e7210144d512a804370c5306ccc692a88efec5a69a	templates.jsonl.gz::Template:角色数据表/天音 月咲#magia中文	2570ba796e046c9b6ac0f64c9f213d1b248b02232c086702f03bd9a47e850af0	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
81	pass17_official_override	cardMagiaMap.json	dict_key	90283	name	噩梦捕捉者	噩梦捕捉者	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30184/name;cardMagiaMap.json/30185/name;cardMagiaMap.json/301855/name	125e8cb0638e23ace2764552a531055f705fc69847e32fd3ebb9e6a8224cf555;9b3baf021f8a96878391503bd61c7d7c792eda98bff61d93dc3a1a7360efadde;064892baa882c6995ae6cb76e88cd698cbab9a8a11a34d033c1052fa41520a1d	templates.jsonl.gz::Template:角色数据表/更紗 帆奈#magia中文	f41a34c9c53e82b9b049160cae14a27cc4bf9f6367df13da42a825c75bf416a2	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
82	pass17_official_override	cardMagiaMap.json	dict_key	90285	name	火焰之环	火焰之环	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30133/name;cardMagiaMap.json/30134/name	d597c70699812381ae2921a7f682dab6e603b97455f6d3d26601ed3946f9077b;167f119f0de97b08ef0e8d6a12fa8b88b45ecb20218f348d21fcb5e1f3476728	templates.jsonl.gz::Template:角色数据表/伊吹 れいら#magia中文	c4faf2596620d374ffedc13f23bdbcd3c85f3ea66fb7074a0b66859e6017dfde	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
83	pass17_first_authority	cardMagiaMap.json	dict_key	90302	name	光之剑	光明之剑	true	true	true	2_frozen_wiki	frozen_wiki_exact_typed_field	templates.jsonl.gz::Template:角色数据表/八神 はやて#magia中文	906fac1095ca11bf49709c5f86e0b452283724e900a3467b4bb8ed33e9234ca2	templates.jsonl.gz::Template:角色数据表/八神 はやて#magia中文	906fac1095ca11bf49709c5f86e0b452283724e900a3467b4bb8ed33e9234ca2	no official CN same-family name is present; frozen Wiki exact typed field is second authority
84	pass17_official_override	cardMagiaMap.json	dict_key	90304	name	通向辉煌路的书页	通向辉煌路的书页	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30112/name;cardMagiaMap.json/30113/name;cardMagiaMap.json/30114/name;cardMagiaMap.json/30115/name	20750cafb349e3c484f8c738e1d18a070fbf10db1f6319aef7bb05ced410c043;27818055493fffa44f51fae3ec562a17615920f1fc3d4f228f87aefa83f31bfe;f8e9a21c134a3b7857d98749247a76b5c5533803ec9b2f496c7a27c45672c9fc;da538e4ee5eaf798cdf17d8452eebd8d4193811cabaf8d48c7321c15e72d048f	templates.jsonl.gz::Template:角色数据表/夏目 かこ#magia中文	fed2ca68f4f48389b8726d3a2732e10118df0a3713cdd20b8e8e754f13cd1162	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
85	pass17_official_override	cardMagiaMap.json	dict_key	90305	name	超越极限	超越极限	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/40114/name;cardMagiaMap.json/40115/name	237ac126d9bc2d633ac704c6f4570bccec9d8f51b3771663577f3979d22d43e0;53b7f24816c57ec3151fce852bcbeb11df6d982fc70b7b39ebc80e9b5759a2bf	templates.jsonl.gz::Template:角色数据表/かずみ#magia中文	2804a008223053e8607acfa8860d50e97eb98d15267e4e8adeca18bb46e6c415	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
86	pass17_first_authority	cardMagiaMap.json	dict_key	90307	name	｜铭刻的樱花物语｜	｜铭刻的樱花物语｜	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30434/name;cardMagiaMap.json/30435/name;cardMagiaMap.json/304351/name;cardMagiaMap.json/304355/name	f11809a360917f0c0148d5d1e89ae41550c40597dadf330a3437ad7f97cc4fc0;fb58304520bf3a2f70a48f9d737c9ac8aab10511ccd7ac6f8ed2417fafa90063;82ed082feb956723bccfdf23f4a1aaa55131896aacaf0f50820dd46e7a4d3326;5df8f82cca2bd92a4e52db72e15e0358a2ae71d02fab3adad5554df943038fb2	templates.jsonl.gz::Template:角色数据表/万年桜のウワサ#magia中文	1b2abf6b6ee551db1c5f5acce99cb19d693e1f9403eb098d4c8453bc52fea0b1	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
87	pass17_official_override	cardMagiaMap.json	dict_key	90311	name	这是现在的我会的泳姿	这是现在的我会的泳姿	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/11014/name;cardMagiaMap.json/11015/name;cardMagiaMap.json/110155/name	ef7ae8bc5914ec7dd26d185e63c82ece067fb180883a693aac1d98686e04916a;cb9fc35a2d3d5b891668168b5ed29855552ae89610dd8789bebc2e3dbf439072;44993acf189a518f4b48406d09b886467f2bc58cb68cfba4e4965a3334b7146e	templates.jsonl.gz::Template:角色数据表/環 いろは（水着ver.）#magia中文	afe4dc52ca881a832fd630c78d0f103378b8da41fc88b5908fbebb3c3c95e980	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
88	pass17_official_override	cardMagiaMap.json	dict_key	90314	name	原子暴怒	原子暴怒	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30032/name;cardMagiaMap.json/30033/name;cardMagiaMap.json/30034/name;cardMagiaMap.json/30035/name	cedf806bc08a3284748eab44b23c9d51cbf026a3f61d53a964a4641555c790b5;ce6cdea36d76a6610d5e767f8245fddc7c42bcbff17c8ed187785de930d5adee;0fd4ebb605a2840a576bc167537c1f616a6de2c5bcc8d14b48be3ea399d7fe4b;9df6388a38a7c145b6f26d7da3a9e7edb13aafcf10869fb69a8f969dbd5db12b	templates.jsonl.gz::Template:角色数据表/都 ひなの#magia中文	475f5bae4654651f7a70c381922248e7375e6b0945fd6e93eac74f6db48a0405	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
89	pass17_first_authority	cardMagiaMap.json	dict_key	90320	name	｜铭刻的樱花物语｜	｜铭刻的樱花物语｜	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30434/name;cardMagiaMap.json/30435/name;cardMagiaMap.json/304351/name;cardMagiaMap.json/304355/name	f11809a360917f0c0148d5d1e89ae41550c40597dadf330a3437ad7f97cc4fc0;fb58304520bf3a2f70a48f9d737c9ac8aab10511ccd7ac6f8ed2417fafa90063;82ed082feb956723bccfdf23f4a1aaa55131896aacaf0f50820dd46e7a4d3326;5df8f82cca2bd92a4e52db72e15e0358a2ae71d02fab3adad5554df943038fb2	templates.jsonl.gz::Template:角色数据表/万年桜のウワサ#magia中文	1b2abf6b6ee551db1c5f5acce99cb19d693e1f9403eb098d4c8453bc52fea0b1	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
90	pass17_official_override	cardMagiaMap.json	dict_key	90324	name	危机地狱火	危机地狱火	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30174/name	084dd1cdecd95f188d59e205843f0492e20f45ca0428b6f0af0b09360a529be3	templates.jsonl.gz::Template:角色数据表/七瀬 ゆきか#magia中文	e0f4cf3b9a59fce2751ee590c2a2a41936a3f6b2ae7225e15a82b8f0d76621ae	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
91	pass17_official_override	cardMagiaMap.json	dict_key	90330	name	自由的大宪章	自由的大宪章	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30384/name	6efe3cc14adc26b7f3e598012e5b891224ac0af026fd22727d51b704c4d5aa79	templates.jsonl.gz::Template:角色数据表/古町 みくら#magia中文	05c96d58ffe0bba4e07f3f66d02d05959ffb370f602dc596f8fe160dfb8b0762	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
92	pass17_first_authority	cardMagiaMap.json	dict_key	90331	name	悬念	扣人心弦的结局	true	true	true	2_frozen_wiki	frozen_wiki_exact_typed_field	templates.jsonl.gz::Template:角色数据表/三穂野 せいら#magia中文	62c96e95e3ddd0981a207686e5ef0210e64e97c3863f6ca5dc40fa689eb38d50	templates.jsonl.gz::Template:角色数据表/三穂野 せいら#magia中文	62c96e95e3ddd0981a207686e5ef0210e64e97c3863f6ca5dc40fa689eb38d50	no official CN same-family name is present; frozen Wiki exact typed field is second authority
93	pass17_official_override	cardMagiaMap.json	dict_key	90332	name	沙场兵戎皆为梦	沙场兵戎皆为梦	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30403/name	91b2f83d7d6ad8d31ed4605d38cde9d3a814b246807c9b51cd878801deefe873	templates.jsonl.gz::Template:角色数据表/吉良 てまり#magia中文	ece108c2e277b9d6f74c54d46ca1fc790c8c9de36317b69921746b18c7fc15c8	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
94	pass17_first_authority	cardMagiaMap.json	dict_key	90333	name	神圣螺旋的希望	神圣螺旋的希望	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/35014/name	71c3e332391997a25465a13f2bf7bdb382e8929ee8b27117f2f8fcb290089697	templates.jsonl.gz::Template:角色数据表/梨花・れん（クリスマスver.）#magia中文	f28aa3e352003812954825500a5c5b5f7a876121cb8582cb1959588c8d2b4ca0	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
95	pass17_official_override	cardMagiaMap.json	dict_key	90335	name	上啊！光之军团！	上啊！光之军团！	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10224/name	d29a78a593f9c5c30fd9d6ccba50505a18e839ab98dde1ae4e328edf5efa077c	templates.jsonl.gz::Template:角色数据表/煌里 ひかる#magia中文	8376f392b96b5a2fd1a8a0b1eaa2eae11f16bc13161db065e513020985e7511b	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
96	pass17_official_override	cardMagiaMap.json	dict_key	90337	name	新年快乐·书法	新年快乐·书法	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/24004/name	ee8b17d5cea0b9f4f30a3f25540c3be9f7032795848406902768d1975467ae0d	templates.jsonl.gz::Template:角色数据表/美樹 さやか（晴着ver.）#magia中文	3b7ac84efe023a8dd2708dcb2bdbdd8009fe7d8edd9bbb7d527e649ca46c25f0	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
97	pass17_official_override	cardMagiaMap.json	dict_key	90339	name	人家的嗜虐之心	人家的嗜虐之心	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30062/name;cardMagiaMap.json/30063/name;cardMagiaMap.json/30064/name;cardMagiaMap.json/300641/name	a1f760ff5570b6995071140f69a023d91dbbf5ec408745e36ddc86535301602e;edd9e8d94d3795f513e9f7de77212a9c184ec306d7bade1c014e34137dcf463f;1d407ab6f26512ed7fe65995c64c3e47e725d156d43bf070b10dfea0d2b4637b;62776691e7a6ddee746b85e0e91b4ebb868589aba2065fe99ece1a49fbe86cf7	templates.jsonl.gz::Template:角色数据表/木崎 衣美里#magia中文	eecd4cbeba79b604cead5b7a9fbae5739cf4c4bb75ea76793970f8620acdc21d	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
98	pass17_official_override	cardMagiaMap.json	dict_key	90341	name	这是现在的我会的泳姿	这是现在的我会的泳姿	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/11014/name;cardMagiaMap.json/11015/name;cardMagiaMap.json/110155/name	ef7ae8bc5914ec7dd26d185e63c82ece067fb180883a693aac1d98686e04916a;cb9fc35a2d3d5b891668168b5ed29855552ae89610dd8789bebc2e3dbf439072;44993acf189a518f4b48406d09b886467f2bc58cb68cfba4e4965a3334b7146e	templates.jsonl.gz::Template:角色数据表/環 いろは（水着ver.）#magia中文	afe4dc52ca881a832fd630c78d0f103378b8da41fc88b5908fbebb3c3c95e980	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
99	pass17_official_override	cardMagiaMap.json	dict_key	90343	name	完全爆破·厌恶	完全爆破·厌恶	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10294/name	dd9f18185e0960d2582c43be3f71f5d3bd5ff155b5efaedeb6ccad1ad374d4db	templates.jsonl.gz::Template:角色数据表/宮尾 時雨#magia中文	1e222fecc43695925455aeb38ab29aea4356529e4a8edca1e91234520ae5bd59	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
100	pass17_official_override	cardMagiaMap.json	dict_key	90345	name	对明天的劝诫	对明天的劝诫	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10274/name	64d40caa62575dc8b0fbb287d5d639997d39b1d1fe4d0162ecc0ac910716d3b8	templates.jsonl.gz::Template:角色数据表/土岐 すなお#magia中文	f7e53807ce3f1ff781c8eb4aaedb294a9ba07995fe59ea9658ba37d7b6800fe7	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
101	pass17_official_override	cardMagiaMap.json	dict_key	90348	name	闪耀的边缘	闪耀的边缘	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30212/name	ac8626038c271903a87aac3604902cf348bb83219b27e9a92c940f914f6d8019	templates.jsonl.gz::Template:角色数据表/鈴鹿 さくや#magia中文	77e0a3daf7397f362d514dd815c46f1edf48dd66282ee07c9cea7cfb696fd436	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
102	pass17_official_override	cardMagiaMap.json	dict_key	90350	name	危机地狱火	危机地狱火	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30174/name	084dd1cdecd95f188d59e205843f0492e20f45ca0428b6f0af0b09360a529be3	templates.jsonl.gz::Template:角色数据表/七瀬 ゆきか#magia中文	e0f4cf3b9a59fce2751ee590c2a2a41936a3f6b2ae7225e15a82b8f0d76621ae	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
103	pass17_official_override	cardMagiaMap.json	dict_key	90352	name	毁灭性幸运	毁灭性幸运	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30343/name	592fafc9ee8b447b61e022ba68dfa401565c381c0b09bda69fd49a8fe972e3b4	templates.jsonl.gz::Template:角色数据表/恵 萌花#magia中文	6fff24cff275965896ea694a8e6dd6ece50ef3581cd900eb68f8f8b461a944fe	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
104	pass17_official_override	cardMagiaMap.json	dict_key	90353	name	转圈圈后说再见	转圈圈后说再见	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10304/name	467d9cbd4a4211bfa4008608787087bf7a58443a610ef0ed9bc710103c229420	templates.jsonl.gz::Template:角色数据表/安積 はぐむ#magia中文	190ccaac76d13165a293e7acf019d817d2b86d8382e0751175710185a0d41ff9	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
105	pass17_official_override	cardMagiaMap.json	dict_key	90354	name	完全爆破·厌恶	完全爆破·厌恶	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10294/name	dd9f18185e0960d2582c43be3f71f5d3bd5ff155b5efaedeb6ccad1ad374d4db	templates.jsonl.gz::Template:角色数据表/宮尾 時雨#magia中文	1e222fecc43695925455aeb38ab29aea4356529e4a8edca1e91234520ae5bd59	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
106	pass17_first_authority	cardMagiaMap.json	dict_key	90364	name	樱隐	樱隐	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/10184/name;cardMagiaMap.json/10185/name;cardMagiaMap.json/101855/name	76ee3ca51e9d6600cc494e1b4ceed2afc05734d0832c24a6918c3088a0823713;ff8f8b2b52be7d037ff6f2c7f9684e543109f8f4eb6f4093d38af1c1cfabb0cf;eb0fe99e31e0ee9936db6dd329bb789ee0e5333082e0f95ce12cd3dfb48c6d3b	templates.jsonl.gz::Template:角色数据表/天音 月夜#magia中文	059b6b723e1458f8143b38ede2dc0e4a430be77122bb20d60c7b30d84a9e9ad8	typed Wiki relationship identifies the character skill family and official CN in that family exactly equals current
107	pass17_official_override	cardMagiaMap.json	dict_key	90366	name	Dead End of the Year	Dead End of the Year	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30423/name	cee7a44ea0ea6badc32f8b83a88a1cb2a1f9bf064697eb67345d1b07351e7457	templates.jsonl.gz::Template:角色数据表/枇々木 めぐる#magia中文	540aca1a2aa08aeb646a08281f5ed77ae1e3ba688d1c468739ef6784273fc33c	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
108	pass17_official_override	cardMagiaMap.json	dict_key	90369	name	终结宣告纹章	终结宣告纹章	false	true	true	1_official_cn_dump	official_cn_same_family_linked_by_typed_wiki_character	cardMagiaMap.json/30564/name	e8a71e8bdc933062061cd1344b3282c6a4816d4917d4646614feec658c5e05fb	templates.jsonl.gz::Template:角色数据表/水樹 塁#magia中文	c1d2c8b1a7ff5fce0cb7fd52ee4a995a162d45bd94f2e15a97c2ce62c520fb2a	Official CN current value overrides the lower-priority Wiki baseline; current bytes are retained.
