file	key	field	baseline	pass8	current	normalized_baseline	normalized_current	numeric_roman_signature_baseline	numeric_roman_signature_current	target_signature_baseline	target_signature_current	turn_signature_baseline	turn_signature_current	direction_signature_baseline	direction_signature_current	closed_normalization_equal	numeric_roman_equal	target_equal	turn_equal	direction_equal	failure_reasons	authority_type	source_locator	source_record_sha256	original_pass9_residual	pass14_residual	existing_ledger_overlap	runtime_byte_change	reason
cardMagiaMap.json	90352	shortDescription	横向造成伤害[Ⅴ] & Charge后伤害UP(全体/3T) & 一定几率技能加速(全体/1T)	横向伤害[Ⅴ] & Charge后伤害提升(我方全体/3T) & 概率技能加速(我方全体/1T)	横向伤害[Ⅴ] & Charge后伤害提升(我方全体/3T) & 概率技能加速(我方全体/1T)	横向伤害[v]charge后伤害up(味全/3t)概率技能加速(味全/1t)	横向伤害[v]charge后伤害up(味全/3t)概率技能加速(味全/1t)	Ⅴ|3|1	Ⅴ|3|1	ENEMY_HORIZONTAL|ALLY_ALL|ALLY_ALL	ENEMY_HORIZONTAL|ALLY_ALL|ALLY_ALL	3|1	3|1	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90352/shortDescription/baseline	c196565f55596cbe11122e05407704472a000cba6febe35362a6ee05f5eea710	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90353	shortDescription	对全体敌人造成伤害[Ⅶ] & 防御力DOWN(全体敌人/3T) & Charge后伤害UP(全体/3T)	对敌方全体造成伤害[Ⅶ] & 防御力下降(敌方全体/3T) & Charge后伤害提升(我方全体/3T)	对敌方全体造成伤害[Ⅶ] & 防御力下降(敌方全体/3T) & Charge后伤害提升(我方全体/3T)	敌全伤害[vii]防御力down(敌全/3t)charge后伤害up(味全/3t)	敌全伤害[vii]防御力down(敌全/3t)charge后伤害up(味全/3t)	Ⅶ|3|3	Ⅶ|3|3	ENEMY_ALL|ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ENEMY_ALL|ALLY_ALL	3|3	3|3	DOWN|UP	DOWN|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90353/shortDescription/baseline	74b2ccfb6fe563c47ce34e4359c931b7e7e02e26d03f9fc67d487f7daaec4147	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90354	shortDescription	对单个敌人造成属性强化伤害[Ⅶ] & 攻击力DOWN & Magia伤害DOWN(单个敌人/3T)	对敌方单体造成属性强化伤害[Ⅶ] & 攻击力下降 & Magia伤害下降(敌方单体/3T)	对敌方单体造成属性强化伤害[Ⅶ] & 攻击力下降 & Magia伤害下降(敌方单体/3T)	敌单属性强化伤害[vii]攻击力downmagia伤害down(敌单/3t)	敌单属性强化伤害[vii]攻击力downmagia伤害down(敌单/3t)	Ⅶ|3	Ⅶ|3	ENEMY_SINGLE|ENEMY_SINGLE	ENEMY_SINGLE|ENEMY_SINGLE	3	3	DOWN|DOWN	DOWN|DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90354/shortDescription/baseline	f8837c4cda0cc1c9284ac4bf980eaf808155004c12b48dfaa70519adbfd36349	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90355	shortDescription	对全体敌人造成伤害[Ⅴ] & Magia伤害削减 ＆ Blast受到伤害UP ＆ Charge后受到伤害UP(自己/2T)	对敌方全体造成伤害[Ⅴ] & Magia伤害削减 & 受到的Blast伤害提升 & Charge后受到的伤害提升(自身/2T)	对敌方全体造成伤害[Ⅴ] & Magia伤害削减 & 受到的Blast伤害提升 & Charge后受到的伤害提升(自身/2T)	敌全伤害[v]magia伤害削减blast受到伤害upcharge后受到伤害up(自/2t)	敌全伤害[v]magia伤害削减blast受到伤害upcharge后受到伤害up(自/2t)	Ⅴ|2	Ⅴ|2	ENEMY_ALL|SELF	ENEMY_ALL|SELF	2	2	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90355/shortDescription/baseline	e7b29541d533a67b523e8ae47663a4cf967053d002e3311ad6452da7edba2d0f	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90356	shortDescription	对全体敌人造成伤害[Ⅴ] & Magia伤害削减 ＆ Blast受到伤害UP ＆ Charge后受到伤害UP(自己/2T)	对敌方全体造成伤害[Ⅴ] & Magia伤害削减 & 受到的Blast伤害提升 & Charge后受到的伤害提升(自身/2T)	对敌方全体造成伤害[Ⅴ] & Magia伤害削减 & 受到的Blast伤害提升 & Charge后受到的伤害提升(自身/2T)	敌全伤害[v]magia伤害削减blast受到伤害upcharge后受到伤害up(自/2t)	敌全伤害[v]magia伤害削减blast受到伤害upcharge后受到伤害up(自/2t)	Ⅴ|2	Ⅴ|2	ENEMY_ALL|SELF	ENEMY_ALL|SELF	2	2	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90356/shortDescription/baseline	b245e1cab490006ec11166e9ceb532153b6ae820b541069f477bb6eb73d59aca	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90357	shortDescription	对全体敌人造成伤害[Ⅴ] & Magia伤害削减 ＆ Blast受到伤害UP ＆ Charge后受到伤害UP(自己/2T)	对敌方全体造成伤害[Ⅴ] & Magia伤害削减 & 受到的Blast伤害提升 & Charge后受到的伤害提升(自身/2T)	对敌方全体造成伤害[Ⅴ] & Magia伤害削减 & 受到的Blast伤害提升 & Charge后受到的伤害提升(自身/2T)	敌全伤害[v]magia伤害削减blast受到伤害upcharge后受到伤害up(自/2t)	敌全伤害[v]magia伤害削减blast受到伤害upcharge后受到伤害up(自/2t)	Ⅴ|2	Ⅴ|2	ENEMY_ALL|SELF	ENEMY_ALL|SELF	2	2	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90357/shortDescription/baseline	b26faefae777cb4e396ee8fc3e9505aa81188d0f5ea9f79d7ff44f0890f9a9cf	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90361	shortDescription	对全体敌人造成伤害[Ⅶ] & HP回复 & 解除DEBUFF（全体）	对敌方全体造成伤害[Ⅶ] & HP回复 & 解除Debuff(我方全体)	对敌方全体造成伤害[Ⅶ] & HP回复 & 解除Debuff(我方全体)	敌全伤害[vii]hp回复解除debuff(味全)	敌全伤害[vii]hp回复解除debuff(味全)	Ⅶ	Ⅶ	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL					true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90361/shortDescription/baseline	afb33e1fbd16365a0bcb074799da4198b3c514e3488a6cd2f7b66402fa67330d	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90365	shortDescription	对单个敌人造成属性强化伤害[Ⅶ] & Magia伤害UP(全体/3T)	对敌方单体造成属性强化伤害[Ⅶ] & Magia伤害提升(我方全体/3T)	对敌方单体造成属性强化伤害[Ⅶ] & Magia伤害提升(我方全体/3T)	敌单属性强化伤害[vii]magia伤害up(味全/3t)	敌单属性强化伤害[vii]magia伤害up(味全/3t)	Ⅶ|3	Ⅶ|3	ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90365/shortDescription/baseline	f94550ab677614d9e68e9b74cc1c36dcda8bff1eebc3684f74dabef001e1d6ce	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90366	shortDescription	对单个敌人造成伤害[Ⅴ] & 攻击力UP & 防御力UP(全体/3T)	对敌方单体造成伤害[Ⅴ] & 攻击力提升 & 防御力提升(我方全体/3T)	对敌方单体造成伤害[Ⅴ] & 攻击力提升 & 防御力提升(我方全体/3T)	敌单伤害[v]攻击力up防御力up(味全/3t)	敌单伤害[v]攻击力up防御力up(味全/3t)	Ⅴ|3	Ⅴ|3	ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ALLY_ALL	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90366/shortDescription/baseline	89a170418550a89924538cb058df60ac02573df80e4a5c3ec5cefa2679207a20	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90367	shortDescription	对单个敌人造成伤害[Ⅷ] & 解除BUFF & 解除状态强化(单个敌人) & 伤害UP(全体/3T)	对敌方单体造成伤害[Ⅷ] & 解除Buff & 解除状态强化(敌方单体) & 伤害提升(我方全体/3T)	对敌方单体造成伤害[Ⅷ] & 解除Buff & 解除状态强化(敌方单体) & 伤害提升(我方全体/3T)	敌单伤害[viii]解除buff解除状态强化(敌单)伤害up(味全/3t)	敌单伤害[viii]解除buff解除状态强化(敌单)伤害up(味全/3t)	Ⅷ|3	Ⅷ|3	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ENEMY_SINGLE|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90367/shortDescription/baseline	9929b354ec24d7ae6fd03c909da04ef9445d57714a5a9f1de97e0caa3d377e2c	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90368	shortDescription	对全体敌人造成伤害[Ⅴ] & 一定几率魅惑(全体敌人/1T)	对敌方全体造成伤害[Ⅴ] & 概率赋予诱惑(敌方全体/1T)	对敌方全体造成伤害[Ⅴ] & 概率赋予诱惑(敌方全体/1T)	敌全伤害[v]概率魅惑(敌全/1t)	敌全伤害[v]概率魅惑(敌全/1t)	Ⅴ|1	Ⅴ|1	ENEMY_ALL|ENEMY_ALL	ENEMY_ALL|ENEMY_ALL	1	1			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90368/shortDescription/baseline	65128ffa0bdfa04902f505d33f174d4537081deeb3999f28c7104f4d2f6cc648	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90372	shortDescription	对全体敌人造成属性强化伤害&防御BUFF＆伤害削减＆HP回复禁止	对敌方全体造成属性强化伤害 & 防御增益 & 伤害削减 & 禁用HP回复	对敌方全体造成属性强化伤害 & 防御增益 & 伤害削减 & 禁用HP回复	敌全属性强化伤害防御buff伤害削减hp回复禁止	敌全属性强化伤害防御buff伤害削减hp回复禁止			ENEMY_ALL	ENEMY_ALL					true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90372/shortDescription/baseline	69b8d8fdda0f8a768f990efbead6080280ee5ded9d24ff909cef76106c923c47	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90373	shortDescription	对全体敌人造成伤害[Ⅶ] & 水属性伤害削减 &伤害削减(全体/3T) & HP自动回复(自己/3T)	对敌方全体造成伤害[Ⅶ] & 水属性伤害削减 & 伤害削减(我方全体/3T) & HP自动回复(自身/3T)	对敌方全体造成伤害[Ⅶ] & 水属性伤害削减 & 伤害削减(我方全体/3T) & HP自动回复(自身/3T)	敌全伤害[vii]水属性伤害削减伤害削减(味全/3t)hp自动回复(自/3t)	敌全伤害[vii]水属性伤害削减伤害削减(味全/3t)hp自动回复(自/3t)	Ⅶ|3|3	Ⅶ|3|3	ENEMY_ALL|ALLY_ALL|SELF	ENEMY_ALL|ALLY_ALL|SELF	3|3	3|3			true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90373/shortDescription/baseline	e6daa95f7d51895621a20d9fc4141774ca4c3d4fa140b1762e8306386ffad986	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90379	shortDescription	对全体敌人造成伤害[Ⅱ] & 攻击力UP & 所有行动盘效果UP(全体/3T) & 必定挑衅(自己/1T)	对敌方全体造成伤害[Ⅱ] & 攻击力提升 & 全行动盘效果提升(我方全体/3T) & 必定挑衅(自身/1T)	对敌方全体造成伤害[Ⅱ] & 攻击力提升 & 全行动盘效果提升(我方全体/3T) & 必定挑衅(自身/1T)	敌全伤害[ii]攻击力up所有行动盘效果up(味全/3t)必定挑衅(自/1t)	敌全伤害[ii]攻击力up所有行动盘效果up(味全/3t)必定挑衅(自/1t)	Ⅱ|3|1	Ⅱ|3|1	ENEMY_ALL|ALLY_ALL|SELF	ENEMY_ALL|ALLY_ALL|SELF	3|1	3|1	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90379/shortDescription/baseline	904ba1134f21156d16eae6ce75390cd08ff6f9ff52f9a3f9fbdd6846b0ecc9c0	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90380	shortDescription	对全体敌人造成属性强化伤害[Ⅵ] & 攻击力UP(全体/3T) & MP回复(自己) & 伤害削减(自己/1T)	对敌方全体造成属性强化伤害[Ⅵ] & 攻击力提升(我方全体/3T) & MP回复(自身) & 伤害削减(自身/1T)	对敌方全体造成属性强化伤害[Ⅵ] & 攻击力提升(我方全体/3T) & MP回复(自身) & 伤害削减(自身/1T)	敌全属性强化伤害[vi]攻击力up(味全/3t)mp回复(自)伤害削减(自/1t)	敌全属性强化伤害[vi]攻击力up(味全/3t)mp回复(自)伤害削减(自/1t)	Ⅵ|3|1	Ⅵ|3|1	ENEMY_ALL|ALLY_ALL|SELF|SELF	ENEMY_ALL|ALLY_ALL|SELF|SELF	3|1	3|1	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90380/shortDescription/baseline	b39bfe336e706a7049c37d7b186ade7337e8bec2836a10350b226040f32c4551	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90381	shortDescription	对单个敌人造成属性强化伤害[Ⅴ] & 状态异常耐性UP(全体/3T)	对敌方单体造成属性强化伤害[Ⅴ] & 异常状态耐性提升(我方全体/3T)	对敌方单体造成属性强化伤害[Ⅴ] & 异常状态耐性提升(我方全体/3T)	敌单属性强化伤害[v]状态异常耐性up(味全/3t)	敌单属性强化伤害[v]状态异常耐性up(味全/3t)	Ⅴ|3	Ⅴ|3	ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ALLY_ALL	3	3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90381/shortDescription/baseline	7fe5e1135f0adb2aed54f10dfdf8fe996782785ea448799ba6ed6e27810ed9ee	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90384	shortDescription	对全体敌人造成伤害[Ⅴ] & 一定几率禁用技能 & Accele MP DOWN(全体敌人/1T)	对敌方全体造成伤害[Ⅴ] & 概率技能封印 & Accele MP降低(敌方全体/1T)	对敌方全体造成伤害[Ⅴ] & 概率技能封印 & Accele MP降低(敌方全体/1T)	敌全伤害[v]概率禁用技能accelempdown(敌全/1t)	敌全伤害[v]概率禁用技能accelempdown(敌全/1t)	Ⅴ|1	Ⅴ|1	ENEMY_ALL|ENEMY_ALL	ENEMY_ALL|ENEMY_ALL	1	1	DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90384/shortDescription/baseline	56e9e3dde3098950be62e1d4497bee05a809f5228e3ae61ce0c8a404a443b510	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90385	shortDescription	对全体敌人造成伤害[Ⅶ] & 伤害UP & Charge后伤害UP(全体/3T) & 解除状态异常（全体）	对敌方全体造成伤害[Ⅶ] & 伤害提升 & Charge后伤害提升(我方全体/3T) & 解除异常状态(我方全体)	对敌方全体造成伤害[Ⅶ] & 伤害提升 & Charge后伤害提升(我方全体/3T) & 解除异常状态(我方全体)	敌全伤害[vii]伤害upcharge后伤害up(味全/3t)解除状态异常(味全)	敌全伤害[vii]伤害upcharge后伤害up(味全/3t)解除状态异常(味全)	Ⅶ|3	Ⅶ|3	ENEMY_ALL|ALLY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL|ALLY_ALL	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90385/shortDescription/baseline	193ff0008cc781360a9274761b05a825e0bebe12d4b3bad8b73cfeb14dffe246	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90386	shortDescription	对单个敌人造成属性强化伤害[Ⅴ] & HP回复 & 解除状态异常（全体）	对敌方单体造成属性强化伤害[Ⅴ] & HP回复 & 解除异常状态(我方全体)	对敌方单体造成属性强化伤害[Ⅴ] & HP回复 & 解除异常状态(我方全体)	敌单属性强化伤害[v]hp回复解除状态异常(味全)	敌单属性强化伤害[v]hp回复解除状态异常(味全)	Ⅴ	Ⅴ	ENEMY_SINGLE|ALLY_ALL	ENEMY_SINGLE|ALLY_ALL					true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90386/shortDescription/baseline	a80c4d785267bddb8df3f16210055b0c562f05d792fdf99cdfe7d6d1fec11d12	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90387	shortDescription	对全体敌人造成伤害[Ⅶ] & 防御DOWN(全体敌人/3T) & 伤害削减(全体/3T) & 全属性克制(自己/3T)	对敌方全体造成伤害[Ⅶ] & 防御DOWN(敌方全体/3T) & 伤害削减(我方全体/3T) & 全属性克制(自身/3T)	对敌方全体造成伤害[Ⅶ] & 防御DOWN(敌方全体/3T) & 伤害削减(我方全体/3T) & 全属性克制(自身/3T)	敌全伤害[vii]防御down(敌全/3t)伤害削减(味全/3t)全属性克制(自/3t)	敌全伤害[vii]防御down(敌全/3t)伤害削减(味全/3t)全属性克制(自/3t)	Ⅶ|3|3|3	Ⅶ|3|3|3	ENEMY_ALL|ENEMY_ALL|ALLY_ALL|SELF	ENEMY_ALL|ENEMY_ALL|ALLY_ALL|SELF	3|3|3	3|3|3	DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90387/shortDescription/baseline	3e73581fa31a3557bb9fb096b2cb7197162529327badf17a10d73f3ee23c15cd	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90390	shortDescription	对全体敌人造成伤害[Ⅶ] & 防御DOWN(全体敌人/3T) & 伤害削减(全体/3T) & 全属性克制(自己/3T)	对敌方全体造成伤害[Ⅶ] & 防御DOWN(敌方全体/3T) & 伤害削减(我方全体/3T) & 全属性克制(自身/3T)	对敌方全体造成伤害[Ⅶ] & 防御DOWN(敌方全体/3T) & 伤害削减(我方全体/3T) & 全属性克制(自身/3T)	敌全伤害[vii]防御down(敌全/3t)伤害削减(味全/3t)全属性克制(自/3t)	敌全伤害[vii]防御down(敌全/3t)伤害削减(味全/3t)全属性克制(自/3t)	Ⅶ|3|3|3	Ⅶ|3|3|3	ENEMY_ALL|ENEMY_ALL|ALLY_ALL|SELF	ENEMY_ALL|ENEMY_ALL|ALLY_ALL|SELF	3|3|3	3|3|3	DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90390/shortDescription/baseline	7e3376c934916f2e5a9b287a81711b2481e11ff07ea4c92440e05072605a47cf	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90401	shortDescription	对全体敌人造成伤害[Ⅶ] & 根据敌人状态异常的种类伤害UP & Magia伤害UP(全体/∞)	对敌方全体造成伤害[Ⅶ] & 根据敌方异常状态种类提升伤害 & Magia伤害提升(我方全体/∞)	对敌方全体造成伤害[Ⅶ] & 根据敌方异常状态种类提升伤害 & Magia伤害提升(我方全体/∞)	敌全伤害[vii]状态异常种类伤害upmagia伤害up(味全/∞)	敌全伤害[vii]状态异常种类伤害upmagia伤害up(味全/∞)	Ⅶ|∞	Ⅶ|∞	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL			UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90401/shortDescription/baseline	3389b668dff0f3f92160a3517d2a740b2a3168b0e55bf39d8d0d7be0af1877b1	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90420	shortDescription	必定诅咒 & 必定強化毒 & 必定禁用Magia(全体敌人/5T) & 攻击UP & 状态异常时伤害UP(全体/5T)	必定诅咒 & 必定强化中毒 & 必定Magia封印(敌方全体/5T) & 攻击力提升 & 敌方处于异常状态时伤害提升(我方全体/5T)	必定诅咒 & 必定强化中毒 & 必定Magia封印(敌方全体/5T) & 攻击力提升 & 敌方处于异常状态时伤害提升(我方全体/5T)	必定诅咒必定强化毒必定禁用magia(敌全/5t)攻击力up状态异常时伤害up(味全/5t)	必定诅咒必定强化毒必定禁用magia(敌全/5t)攻击力up状态异常时伤害up(味全/5t)	5|5	5|5	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL	5|5	5|5	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90420/shortDescription/baseline	e7407d9177c588bee5cbf51fe82ee2ec408261d9fbb1d54926a31e1c7283d81d	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90422	shortDescription	对全体敌人造成伤害[Ⅰ] & 技能加速(全体/1T) & 防御力DOWN(自己/∞)	对敌方全体造成伤害[Ⅰ] & 技能加速(我方全体/1T) & 防御力降低(自身/∞)	对敌方全体造成伤害[Ⅰ] & 技能加速(我方全体/1T) & 防御力降低(自身/∞)	敌全伤害[i]技能加速(味全/1t)防御力down(自/∞)	敌全伤害[i]技能加速(味全/1t)防御力down(自/∞)	Ⅰ|1|∞	Ⅰ|1|∞	ENEMY_ALL|ALLY_ALL|SELF	ENEMY_ALL|ALLY_ALL|SELF	1	1	DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90422/shortDescription/baseline	67b05f33731a91366a6ce794712dc38969e0bd952a7fa12ce8765235ec01db15	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90424	shortDescription	对全体敌人造成伤害[Ⅶ] & 一定几率黑暗(全体敌人/3T) & Charge后伤害UP(全体/3T) & MP自动回复(自己/3T)	对敌方全体造成伤害[Ⅶ] & 概率黑暗(敌方全体/3T) & Charge后伤害提升(我方全体/3T) & MP自动回复(自身/3T)	对敌方全体造成伤害[Ⅶ] & 概率黑暗(敌方全体/3T) & Charge后伤害提升(我方全体/3T) & MP自动回复(自身/3T)	敌全伤害[vii]概率黑暗(敌全/3t)charge后伤害up(味全/3t)mp自动回复(自/3t)	敌全伤害[vii]概率黑暗(敌全/3t)charge后伤害up(味全/3t)mp自动回复(自/3t)	Ⅶ|3|3|3	Ⅶ|3|3|3	ENEMY_ALL|ENEMY_ALL|ALLY_ALL|SELF	ENEMY_ALL|ENEMY_ALL|ALLY_ALL|SELF	3|3|3	3|3|3	UP	UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90424/shortDescription/baseline	53a8d9e6e3a79497b945d83ff3bf0f470537d229935efbc69fe02704806df3dc	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90425	shortDescription	对全体敌人造成伤害[Ⅶ] & 攻击力UP & 防御力UP(全体/3T) & 解除状态强化(全体敌人)	对敌方全体造成伤害[Ⅶ] & 攻击力提升 & 防御力提升(我方全体/3T) & 解除状态强化(敌方全体)	对敌方全体造成伤害[Ⅶ] & 攻击力提升 & 防御力提升(我方全体/3T) & 解除状态强化(敌方全体)	敌全伤害[vii]攻击力up防御力up(味全/3t)解除状态强化(敌全)	敌全伤害[vii]攻击力up防御力up(味全/3t)解除状态强化(敌全)	Ⅶ|3	Ⅶ|3	ENEMY_ALL|ALLY_ALL|ENEMY_ALL	ENEMY_ALL|ALLY_ALL|ENEMY_ALL	3	3	UP|UP	UP|UP	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90425/shortDescription/baseline	98a97a1f8e0a8f091f80ce0967deccdebef535778d6b697ddff499c63636da08	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
cardMagiaMap.json	90430	shortDescription	对全体敌人造成伤害 & Accele MP DOWN(全体/3T)	对敌方全体造成伤害 & Accele MP降低(我方全体/3T)	对敌方全体造成伤害 & Accele MP降低(我方全体/3T)	敌全伤害accelempdown(味全/3t)	敌全伤害accelempdown(味全/3t)	3	3	ENEMY_ALL|ALLY_ALL	ENEMY_ALL|ALLY_ALL	3	3	DOWN	DOWN	true	true	true	true	true		pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90430/shortDescription/baseline	6550b80d44ab81dbaa1cb6dc01913621fafe91d76568820cb7c0ba835b6b4e96	true	true	false	false	current wording and pre-LLM baseline normalize to the same closed mechanic while all independent numeric/Roman, target, turn and direction signatures are identical
