peer_rule_id	audit_index	path	line	slot	kind	scope_class	old	proposed_new	anchor_before	anchor_after	decision	confidence	evidence_type	evidence	structure_preserved	structure_note	application_mode	placeholder_status	production_status	repeated_old_count	repeated_old_indexes	context_variant	main_value	main_relation	exclusion_class	risk
peer_static_127	126	magica/template/test/BackdoorLive2d.html	40	27	html_text	test_or_backdoor	30:ログイン⑦(AP最大時)	30:登录⑦（AP满时）	30:ログイン⑦(AP最大時)	30:登录⑦（AP满时）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	30：登录⑦（AP最大时）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_128	127	magica/template/test/BackdoorLive2d.html	41	28	html_text	test_or_backdoor	31:ログイン⑧(BP最大時)	31:登录⑧（BP满时）	31:ログイン⑧(BP最大時)	31:登录⑧（BP满时）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	31：登录⑧（最大BP时）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_129	128	magica/template/test/BackdoorLive2d.html	42	29	html_text	test_or_backdoor	32:ログイン⑨(GVG)	32:登录⑨（GVG）	32:ログイン⑨(GVG)	32:登录⑨（GVG）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	32:登录⑨(GVG)	peer_differs_from_current_main	none	low: direct UI translation
peer_static_130	129	magica/template/test/BackdoorLive2d.html	43	30	html_text	test_or_backdoor	33:魔法少女タップ①	33:点击魔法少女①	33:魔法少女タップ①	33:点击魔法少女①	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	33：魔法少女 水龙头①	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_131	130	magica/template/test/BackdoorLive2d.html	44	31	html_text	test_or_backdoor	34:魔法少女タップ②	34:点击魔法少女②	34:魔法少女タップ②	34:点击魔法少女②	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	34：魔法少女 抽头 ②	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_132	131	magica/template/test/BackdoorLive2d.html	45	32	html_text	test_or_backdoor	35:魔法少女タップ③	35:点击魔法少女③	35:魔法少女タップ③	35:点击魔法少女③	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	35：魔法少女 轻击③	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_133	132	magica/template/test/BackdoorLive2d.html	46	33	html_text	test_or_backdoor	36:魔法少女タップ④	36:点击魔法少女④	36:魔法少女タップ④	36:点击魔法少女④	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	36：魔法少女 轻击 ④	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_134	133	magica/template/test/BackdoorLive2d.html	47	34	html_text	test_or_backdoor	37:魔法少女タップ⑤	37:点击魔法少女⑤	37:魔法少女タップ⑤	37:点击魔法少女⑤	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	37：魔法少女 轻击 ⑤	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_135	134	magica/template/test/BackdoorLive2d.html	48	35	html_text	test_or_backdoor	38:魔法少女タップ⑥	38:点击魔法少女⑥	38:魔法少女タップ⑥	38:点击魔法少女⑥	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	38：魔法少女 轻击 ⑥	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_136	135	magica/template/test/BackdoorLive2d.html	49	36	html_text	test_or_backdoor	39:魔法少女タップ⑦	39:点击魔法少女⑦	39:魔法少女タップ⑦	39:点击魔法少女⑦	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	39:魔法少女 轻击 ⑦	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_137	136	magica/template/test/BackdoorLive2d.html	50	37	html_text	test_or_backdoor	40:魔法少女タップ⑧	40:点击魔法少女⑧	40:魔法少女タップ⑧	40:点击魔法少女⑧	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	40：魔法少女 轻击 ⑧	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_138	137	magica/template/test/BackdoorLive2d.html	51	38	html_text	test_or_backdoor	41:魔法少女タップ⑨	41:点击魔法少女⑨	41:魔法少女タップ⑨	41:点击魔法少女⑨	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	41：魔法少女 丝锥 ⑨	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_139	138	magica/template/test/BackdoorLive2d.html	55	40	html_text	test_or_backdoor	42:クエスト開始	42:关卡开始	42:クエスト開始	42:关卡开始	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	42:任务 启动	peer_differs_from_current_main	none	low: direct UI translation
peer_static_140	139	magica/template/test/BackdoorLive2d.html	56	41	html_text	test_or_backdoor	43:クエスト勝利①	43:关卡胜利①	43:クエスト勝利①	43:关卡胜利①	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	43：任务胜利①	peer_differs_from_current_main	none	low: direct UI translation
peer_static_141	140	magica/template/test/BackdoorLive2d.html	57	42	html_text	test_or_backdoor	44:クエスト勝利②	44:关卡胜利②	44:クエスト勝利②	44:关卡胜利②	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	44：任务 胜利②	peer_differs_from_current_main	none	low: direct UI translation
peer_static_142	141	magica/template/test/BackdoorLive2d.html	58	43	html_text	test_or_backdoor	45:クエスト勝利③	45:关卡胜利③	45:クエスト勝利③	45:关卡胜利③	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	45：任务 胜利 ③	peer_differs_from_current_main	none	low: direct UI translation
peer_static_143	142	magica/template/test/BackdoorLive2d.html	59	44	html_text	test_or_backdoor	46:クエスト勝利④	46:关卡胜利④	46:クエスト勝利④	46:关卡胜利④	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	46：任务 胜利 ④	peer_differs_from_current_main	none	low: direct UI translation
peer_static_144	143	magica/template/test/BackdoorLive2d.html	63	46	html_text	test_or_backdoor	63:マギア発動①	63:发动Magia①	63:マギア発動①	63:发动Magia①	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	63：Magia激活①	peer_differs_from_current_main	none	low: direct UI translation
peer_static_145	144	magica/template/test/BackdoorLive2d.html	64	47	html_text	test_or_backdoor	64:マギア発動②	64:发动Magia②	64:マギア発動②	64:发动Magia②	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	64：Magia激活②	peer_differs_from_current_main	none	low: direct UI translation
peer_static_146	145	magica/template/test/BackdoorLive2d.html	65	48	html_text	test_or_backdoor	65:マギア発動③	65:发动Magia③	65:マギア発動③	65:发动Magia③	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	65：Magia激活③	peer_differs_from_current_main	none	low: direct UI translation
peer_static_147	146	magica/template/test/BackdoorLive2d.html	66	49	html_text	test_or_backdoor	66:マギア発動④	66:发动Magia④	66:マギア発動④	66:发动Magia④	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	66:Magia 激活 ④	peer_differs_from_current_main	none	low: direct UI translation
peer_static_148	147	magica/template/test/BackdoorQuestBattle.html	3	0	html_text	test_or_backdoor	クエストテスト	关卡测试	クエストテスト	关卡测试	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	任务测试	peer_differs_from_current_main	none	low: direct UI translation
peer_static_149	148	magica/template/test/BackdoorQuestBattle.html	4	1	html_attr:placeholder	test_or_backdoor	questIdを入力してください	请输入questId	questIdを入力してください	请输入questId	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	请输入任务ID	peer_differs_from_current_main	none	low: direct UI translation
peer_static_150	149	magica/template/test/BackdoorQuestBattle.html	5	3	html_text	test_or_backdoor	クエスト開始	开始关卡	クエスト開始	开始关卡	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	任务启动	peer_differs_from_current_main	none	low: direct UI translation
peer_static_151	150	magica/template/test/BackdoorQuestBattle.html	9	6	html_text	test_or_backdoor	デッキ情報	队伍信息	デッキ情報	队伍信息	translate	medium	frozen_project_terminology	frozen terms: ガチャ=扭蛋; ボックスガチャ=箱子扭蛋; デッキ=队伍; フォーメーション=魔法阵型; エピソードLv=剧情等级	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	甲板信息	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_152	151	magica/template/test/BackdoorQuestBattle.html	12	7	html_text	test_or_backdoor	デッキ選択	选择队伍	デッキ選択	选择队伍	translate	medium	frozen_project_terminology	frozen terms: ガチャ=扭蛋; ボックスガチャ=箱子扭蛋; デッキ=队伍; フォーメーション=魔法阵型; エピソードLv=剧情等级	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	套牌选择	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_153	152	magica/template/test/BackdoorQuestBattle.html	13	8	html_text	test_or_backdoor	デッキ編成	队伍编成	デッキ編成	队伍编成	translate	medium	frozen_project_terminology	frozen terms: ガチャ=扭蛋; ボックスガチャ=箱子扭蛋; デッキ=队伍; フォーメーション=魔法阵型; エピソードLv=剧情等级	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	甲板 编成	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_154	153	magica/template/test/BackdoorQuestBattle.html	16	9	html_text	test_or_backdoor	キー入力	按键输入	キー入力	按键输入	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	2	153,210	same_translation_across_contexts	按键输入	matches_current_main	none	low: direct UI translation
peer_static_155	154	magica/template/test/BackdoorQuestBattle.html	33	15	html_text	test_or_backdoor	※赤字は実行できなかったクエストです	※红字表示未能执行的关卡	※赤字は実行できなかったクエストです	※红字表示未能执行的关卡	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	※赤字は実行できなかったクエストです	current_main_untranslated	none	low: direct UI translation
peer_static_156	155	magica/template/test/CameraTest.html	2	0	html_text	test_or_backdoor	L2Dスケール+	L2D缩放+	L2Dスケール+	L2D缩放+	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	L2D比例+	peer_differs_from_current_main	none	low: direct UI translation
peer_static_157	156	magica/template/test/CameraTest.html	3	1	html_text	test_or_backdoor	L2Dスケール-	L2D缩放-	L2Dスケール-	L2D缩放-	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	L2D 规模-	peer_differs_from_current_main	none	low: direct UI translation
peer_static_158	157	magica/template/test/EffectTest.html	8	0	html_text	test_or_backdoor	エフェクトテスト	特效测试	エフェクトテスト	特效测试	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	效果测试	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_159	158	magica/template/test/EffectTest.html	10	2	html_attr:placeholder	test_or_backdoor	File名を入力	请输入文件名	File名を入力	请输入文件名	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	输入文件名	peer_differs_from_current_main	none	low: direct UI translation
peer_static_160	159	magica/template/test/EffectTest.html	18	16	html_text	test_or_backdoor	キモチ戦UI	心魔战UI	キモチ戦UI	心魔战UI	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	2	159,204	same_translation_across_contexts	心魔战UI	matches_current_main	none	low: direct UI translation
peer_static_161	160	magica/template/test/FriendSearch.html	17	17	html_text	test_or_backdoor	助っ人ユニットLV	支援角色Lv	助っ人ユニットLV	支援角色Lv	translate	medium	project_glossary_alignment	aligned to established baseline/current-candidate terms such as 回复、精神强化素材、支援角色、魔女化身、行动盘、魔女之夜、魔法石	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	辅助单元 LV	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_162	161	magica/template/test/FriendSearch.html	36	35	html_text	test_or_backdoor	助っ人ユニット属性	支援角色属性	助っ人ユニット属性	支援角色属性	translate	medium	project_glossary_alignment	aligned to established baseline/current-candidate terms such as 回复、精神强化素材、支援角色、魔女化身、行动盘、魔女之夜、魔法石	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	辅助单位属性	peer_differs_from_current_main	none	medium: internal/debug terminology has no direct authority entry
peer_static_163	162	magica/template/test/FriendSearch.html	59	50	html_text	test_or_backdoor	ユーザー名 : 	用户名：	ユーザー名 : 	用户名：	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	ユーザー名 : 	current_main_untranslated	none	low: direct UI translation
peer_static_164	163	magica/template/test/FriendSearch.html	61	52	html_text	test_or_backdoor	助っ人ユニットレベル : 	支援角色等级：	助っ人ユニットレベル : 	支援角色等级：	translate	medium	project_glossary_alignment	aligned to established baseline/current-candidate terms such as 回复、精神强化素材、支援角色、魔女化身、行动盘、魔女之夜、魔法石	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	助っ人ユニットレベル : 	current_main_untranslated	none	medium: internal/debug terminology has no direct authority entry
peer_static_165	164	magica/template/test/FriendSearch.html	62	53	html_text	test_or_backdoor	助っ人ユニット属性 : 	支援角色属性：	助っ人ユニット属性 : 	支援角色属性：	translate	medium	project_glossary_alignment	aligned to established baseline/current-candidate terms such as 回复、精神强化素材、支援角色、魔女化身、行动盘、魔女之夜、魔法石	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	助っ人ユニット属性 : 	current_main_untranslated	none	medium: internal/debug terminology has no direct authority entry
peer_static_166	165	magica/template/test/FriendSearch.html	63	54	html_text	test_or_backdoor	フレンドID : 	好友ID：	フレンドID : 	好友ID：	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	フレンドID : 	current_main_untranslated	none	low: direct UI translation
peer_static_167	166	magica/template/test/FriendSearch.html	64	55	html_text	test_or_backdoor	最終ログイン時間 : 	最后登录时间：	最終ログイン時間 : 	最后登录时间：	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	最終ログイン時間 : 	current_main_untranslated	none	low: direct UI translation
peer_static_168	167	magica/template/test/FriendSearch.html	65	56	html_text	test_or_backdoor	フォローする	关注	フォローする	关注	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	フォローする	current_main_untranslated	none	low: direct UI translation
peer_static_169	168	magica/template/test/MailSendTest.html	3	0	html_text	test_or_backdoor	メール送信テスト	邮件发送测试	メール送信テスト	邮件发送测试	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	2	168,239	same_translation_across_contexts	邮件发送测试	matches_current_main	none	low: direct UI translation
peer_static_170	169	magica/template/test/MailSendTest.html	5	1	html_text	test_or_backdoor	メールアドレス入力	输入电子邮箱地址	メールアドレス入力	输入电子邮箱地址	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	输入电子邮件地址	peer_differs_from_current_main	none	low: direct UI translation
peer_static_171	170	magica/template/test/MailSendTest.html	11	3	html_text	test_or_backdoor	認証番号テスト	验证码测试	認証番号テスト	验证码测试	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	认证号码测试	peer_differs_from_current_main	none	low: direct UI translation
peer_static_172	171	magica/template/test/MailSendTest.html	13	4	html_text	test_or_backdoor	認証番号入力（数字のみ）	输入验证码（仅限数字）	認証番号入力（数字のみ）	输入验证码（仅限数字）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	输入验证号码（仅限数字）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_174	173	magica/template/test/PresentListTest.html	13	2	html_text	test_or_backdoor	プレゼント-カード(	礼物-卡牌(	プレゼント-カード(	礼物-卡牌(	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	礼物-卡片(	peer_differs_from_current_main	none	low: direct UI translation
peer_static_175	174	magica/template/test/PresentListTest.html	17	4	html_text	test_or_backdoor	プレゼント-アイテム(	礼物-道具(	プレゼント-アイテム(	礼物-道具(	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	礼物-道具(	matches_current_main	none	low: direct UI translation
peer_static_176	175	magica/template/test/PresentListTest.html	37	6	html_text	test_or_backdoor	個別受取	单独领取	個別受取	单独领取	translate	medium	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	個別受取	current_main_untranslated	none	medium: internal/debug terminology has no direct authority entry
peer_static_177	176	magica/template/test/QuestStub.html	9	4	html_text	test_or_backdoor	戦闘情報 書き換え	改写战斗信息	戦闘情報 書き換え	改写战斗信息	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	战斗信息重写	peer_differs_from_current_main	none	low: direct UI translation
peer_static_178	177	magica/template/test/QuestStub.html	14	5	html_text	test_or_backdoor	コンティニュー回数	续关次数	コンティニュー回数	续关次数	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	继续次	peer_differs_from_current_main	none	low: direct UI translation
peer_static_179	178	magica/template/test/QuestStub.html	20	7	html_text	test_or_backdoor	クリアTURN数	通关回合数	クリアTURN数	通关回合数	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	通关TURN 号	peer_differs_from_current_main	none	low: direct UI translation
peer_static_180	179	magica/template/test/QuestStub.html	26	9	html_text	test_or_backdoor	クリア時間（秒）	通关时间（秒）	クリア時間（秒）	通关时间（秒）	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	通关 时间（秒）	peer_differs_from_current_main	none	low: direct UI translation
peer_static_181	180	magica/template/test/QuestStub.html	32	11	html_text	test_or_backdoor	倒した敵の体数	击败敌人数量	倒した敵の体数	击败敌人数量	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	击败数量 敌方	peer_differs_from_current_main	none	low: direct UI translation
peer_static_182	181	magica/template/test/QuestStub.html	38	13	html_text	test_or_backdoor	与えた総ダメージ数	造成的总伤害	与えた総ダメージ数	造成的总伤害	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	给出的 伤害 总数	peer_differs_from_current_main	none	low: direct UI translation
peer_static_183	182	magica/template/test/QuestStub.html	44	15	html_text	test_or_backdoor	最大ダメージ数	最大伤害	最大ダメージ数	最大伤害	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	最大伤害数	peer_differs_from_current_main	none	low: direct UI translation
peer_static_184	183	magica/template/test/QuestStub.html	50	17	html_text	test_or_backdoor	マギア使用回数	Magia使用次数	マギア使用回数	Magia使用次数	translate	high	manual_semantic_review	peer translation from Japanese UI context; technical identifiers retained	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	Magia 使用次数	peer_differs_from_current_main	none	low: direct UI translation
peer_static_185	184	magica/template/test/QuestStub.html	56	19	html_text	test_or_backdoor	ドッペル使用回数	魔女化身使用次数	ドッペル使用回数	魔女化身使用次数	translate	high	project_glossary_alignment	aligned to established baseline/current-candidate terms such as 回复、精神强化素材、支援角色、魔女化身、行动盘、魔女之夜、魔法石	True	tags/percent-escapes/URLs/newline-tab fingerprint equal; brackets paired	slot_or_exact_context_anchor	no_embedded_placeholder	test_or_backdoor	1		unique_old	Doppel 使用次数	peer_differs_from_current_main	none	low: direct UI translation
