text	occurrences	dictionaries	fields	keys	confidence	evidence_sample	review_index	classification	classification_label	risk	semantic_note	wiki_check_recommended	wiki_check_note
桜前線急上昇	1	pieceList.json	pieceName	pieceList.json:1476/pieceName	0.99	scan=opencc_t2s_difference,japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | japanese_marker_chars=桜 | official_cn_dump=missing_record:authority.json/pieceList.json/1476/pieceName | wiki_frozen_exact=data/memoria.json/桜前線急上昇/name_ja | wiki_frozen_zh_exact=none | wiki_frozen_translation_pair=data/memoria.json/桜前線急上昇/name_ja=>name_zh | pass15_coverage=unchanged_or_not_in_382_delta	93	C	专名，须查Wiki	high	记忆结晶专名；Wiki memoria有typed name pair，不能只做樱/线/升的逐字替换。	True	记忆结晶标题；已有 Wiki 日中标题对证据，应按条目定名。
橋	3	sectionList.json	areaDetailName	sectionList.json:102944/areaDetailName | sectionList.json:208003/areaDetailName | sectionList.json:208004/areaDetailName	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/sectionList.json/102944/areaDetailName | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	94	A	仅日文字形/繁简规范	medium	通用地点标签仅为字形规范；三个areaDetailName实例应同值。	False	""
水場	4	itemList.json	shortDescription	itemList.json:EVENT_DAILYTOWER_1130_STICKER_111800/shortDescription | itemList.json:EVENT_DAILYTOWER_1130_STICKER_120900/shortDescription | itemList.json:EVENT_DAILYTOWER_1189_STICKER_114300/shortDescription | itemList.json:EVENT_DAILYTOWER_1189_STICKER_210600/shortDescription	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_111800/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	95	B	中日混写，需语义翻译	medium	日文通用地点词；机械简化会产生不自然词，结合贴纸/地图语义翻译，4处一致。	False	""
水鉄砲	2	itemList.json	name	itemList.json:EVENT_BRANCH_1170_PART_2/name | itemList.json:EVENT_BRANCH_1192_PART_2/name	0.95	scan=japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | japanese_marker_chars=鉄 | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_BRANCH_1170_PART_2/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	96	B	中日混写，需语义翻译	medium	日文道具词；两个活动使用同名物品，需保留“水上玩具/武器”语义并统一。	True	活动分支道具名或选项名；虽为常用词，但处于专名字段，需查对应活动页。
永遠的刻	1	emotionSkillMap.json	name	emotionSkillMap.json:2203113/name	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/emotionSkillMap.json/2203113/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	97	C	专名，须查Wiki	high	技能/能力专名；查Wiki或对应角色能力资料，避免按单字机械简化。	True	能力标题；需查角色技能／精神强化 Wiki 条目，不能只做字形转换。
汤国市駅	1	sectionList.json	areaDetailName	sectionList.json:103104/areaDetailName	0.95	scan=japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | japanese_marker_chars=駅 | official_cn_dump=missing_record:authority.json/sectionList.json/103104/areaDetailName | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=EXACT_CHAIN_COVERED;layer=pass28;authority=closed_simplified_chinese_orthography_non_official_lock	98	C	专名，须查Wiki	high	地点专名且含车站后缀；查Wiki地名，保留“市/站”的层级关系。	True	站名／地点专名；城市名与“駅”构词需按 Wiki 地点条目统一。
海香的觉醒書	1	shopItemList.json	name	shopItemList.json:17972/name	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/shopItemList.json/17972/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	99	A	仅日文字形/繁简规范	medium	道具名只余“書”字形；保留角色名、觉醒道具类别与商品ID。	True	角色专属觉醒道具名；人物简称与道具后缀均需核对 Wiki。
準備完了	1	charaMessageList.json	message	charaMessageList.json:1040_70/message	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/charaMessageList.json/1040_70/message | wiki_frozen_exact=data/voice_subtitles.json/vo_char_1040_00_70 | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	100	B	中日混写，需语义翻译	medium	角色语音状态句；整词按战斗/准备语境翻译，不能只把“準”转字。	False	""
状态異常耐性DOWN[Ⅱ](敌単/3T)	1	pieceSkillMap.json	shortDescription	pieceSkillMap.json:174200/shortDescription	0.95	scan=opencc_t2s_difference,japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | japanese_marker_chars=単異 | official_cn_dump=missing_record:authority.json/pieceSkillMap.json/174200/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	101	A	仅日文字形/繁简规范	high	“敌単”为敌方单体；异常状态耐性DOWN、等级和3T保持。	False	""
状态異常耐性DOWN[Ⅲ](敌単/3T)	1	pieceSkillMap.json	shortDescription	pieceSkillMap.json:174201/shortDescription	0.95	scan=opencc_t2s_difference,japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | japanese_marker_chars=単異 | official_cn_dump=missing_record:authority.json/pieceSkillMap.json/174201/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	102	A	仅日文字形/繁简规范	high	“敌単”为敌方单体；与上一等级成对，保留等级和3T。	False	""
状态異常耐性DOWN[Ⅶ] & 防御力降低[Ⅷ](敌全/1T)	1	pieceSkillMap.json	shortDescription	pieceSkillMap.json:186900/shortDescription	0.95	scan=opencc_t2s_difference,japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | japanese_marker_chars=異 | official_cn_dump=missing_record:authority.json/pieceSkillMap.json/186900/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	103	A	仅日文字形/繁简规范	high	仅异常状态术语字形残留；保留敌全/1T和两个减益等级。	False	""
状态異常耐性DOWN[Ⅷ] & 防御力降低[Ⅸ](敌全/1T)	1	pieceSkillMap.json	shortDescription	pieceSkillMap.json:186901/shortDescription	0.95	scan=opencc_t2s_difference,japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | japanese_marker_chars=異 | official_cn_dump=missing_record:authority.json/pieceSkillMap.json/186901/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	104	A	仅日文字形/繁简规范	high	与上一技能成对；只规范字形，保留敌全/1T及Ⅷ/Ⅸ等级递进。	False	""
状态異常耐性UP[Ⅲ](我方全体/1T)	2	pieceSkillMap.json	shortDescription	pieceSkillMap.json:162100/shortDescription | pieceSkillMap.json:162101/shortDescription	0.95	scan=opencc_t2s_difference,japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | japanese_marker_chars=異 | official_cn_dump=missing_record:authority.json/pieceSkillMap.json/162100/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	105	A	仅日文字形/繁简规范	high	只规范异常状态术语字形；保留UP、我方全体/1T及两条ID一致。	False	""
状态異常耐性UP[Ⅳ](我方全体/3T)	1	pieceSkillMap.json	shortDescription	pieceSkillMap.json:152600/shortDescription	0.95	scan=opencc_t2s_difference,japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | japanese_marker_chars=異 | official_cn_dump=missing_record:authority.json/pieceSkillMap.json/152600/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	106	A	仅日文字形/繁简规范	high	只规范异常状态术语字形；保留UP、我方全体/3T和等级。	False	""
状态異常耐性UP[Ⅴ](我方全体/3T)	1	pieceSkillMap.json	shortDescription	pieceSkillMap.json:152601/shortDescription	0.95	scan=opencc_t2s_difference,japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | japanese_marker_chars=異 | official_cn_dump=missing_record:authority.json/pieceSkillMap.json/152601/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	107	A	仅日文字形/繁简规范	high	只规范异常状态术语字形；与上一等级成对，保留我方全体/3T。	False	""
現代神滨篇	1	chapterList.json	chapterNoForView	chapterList.json:34/chapterNoForView	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/chapterList.json/34/chapterNoForView | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	108	A	仅日文字形/繁简规范	medium	章节展示名只余“現”字形；与sectionList同章标题联动核验，不改变“篇”结构。	True	章节展示名；“篇”与神滨写法需跟 Wiki 目录一致。
現代神滨編	7	sectionList.json	title	sectionList.json:103401/title | sectionList.json:103402/title | sectionList.json:103403/title | sectionList.json:103404/title | sectionList.json:103405/title | sectionList.json:103406/title | sectionList.json:103407/title	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/sectionList.json/103401/title | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	109	B	中日混写，需语义翻译	high	同一章节的7个section标题；“編”要按中文章节领域词处理，并与chapterNoForView统一。	True	系列章节标题；“編”与同组“篇”的层级差异需按 Wiki 目录核定。
神原 駿河	4	sectionList.json	charaName	sectionList.json:340431/charaName | sectionList.json:340432/charaName | sectionList.json:340433/charaName | sectionList.json:340434/charaName	0.99	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/sectionList.json/340431/charaName | wiki_frozen_exact=data/characters.json/神原骏河/dataTable,data/characters.json/神原骏河/infobox/日文名,data/characters.json/神原骏河/nameJa | wiki_frozen_zh_exact=none | wiki_frozen_translation_pair=data/characters.json/神原骏河/nameJa=>nameZh,data/characters.json/神原骏河/dataTable=>nameZh | pass15_coverage=unchanged_or_not_in_382_delta	110	C	专名，须查Wiki	high	人物专名；使用Wiki typed nameJa=>nameZh，按字段约定处理姓名空格，并与同角色所有字典保持一致。	True	联动角色名；已有 Wiki 日中名称对证据，应采用中文角色定名并统一空格。
神滨大運動会	1	itemList.json	shortDescription	itemList.json:HOME_EV_1212_31201/shortDescription	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/HOME_EV_1212_31201/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	111	C	专名，须查Wiki	high	活动/背景专名；与兑换道具、背景name/description联动查Wiki。	True	活动／主页背景标题；应与兑换道具和背景条目的 Wiki 定名统一。
神滨市営霊园	2	sectionList.json	areaDetailName	sectionList.json:102704/areaDetailName | sectionList.json:102921/areaDetailName	0.95	scan=japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | japanese_marker_chars=営霊 | official_cn_dump=missing_record:authority.json/sectionList.json/102704/areaDetailName | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	112	C	专名，须查Wiki	high	地点专名；查Wiki正式地名，特别注意市营设施与灵园词组边界。	True	虚构地点全称；市名、设施性质和专名应按 Wiki 地点条目统一。
私服(日本語)	1	live2dList.json	description	live2dList.json:1039_03/description	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/live2dList.json/1039_03/description | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	113	B	中日混写，需语义翻译	medium	服装语言版本标签；“日本語”需语义处理，保留其用于区分语言版本的功能。	True	Live2D 服装语言变体标签；同文件已有本地化语言后缀的同类项，应按 Wiki／同系列命名统一。
究極VS至高	1	pieceList.json	pieceName	pieceList.json:1613/pieceName	0.99	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/pieceList.json/1613/pieceName | wiki_frozen_exact=data/memoria.json/究極vs至高/name_ja | wiki_frozen_zh_exact=none | wiki_frozen_translation_pair=data/memoria.json/究極vs至高/name_ja=>name_zh | pass15_coverage=unchanged_or_not_in_382_delta	114	C	专名，须查Wiki	high	记忆结晶专名；Wiki memoria有typed name pair，保留VS大小写和标题结构。	True	记忆结晶标题；已有 Wiki 日中标题对证据，并需确认 VS 大小写与标题格式。
窮地級	1	sectionList.json	title	sectionList.json:104250/title	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/sectionList.json/104250/title | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	115	B	中日混写，需语义翻译	medium	难度名“窮地”不能靠机械简化得到自然中文；和困难/绝望相邻层级一起核对。	False	""
第2部登場★4魔法少女必得扭蛋券	1	itemList.json	shortDescription	itemList.json:SPECIAL_GACHA_494_TICKET/shortDescription	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/SPECIAL_GACHA_494_TICKET/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	116	A	仅日文字形/繁简规范	medium	券名仅“場”字形残留；保留第2部、★4、魔法少女、必得等产品约束。	True	扭蛋券道具名，含“第2部登場”范围限定；需查活动／商店条目核定整名。
篠目约鹤的“记忆”	1	sectionList.json	title	sectionList.json:420131/title	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/sectionList.json/420131/title | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	117	C	专名，须查Wiki	high	剧情标题内含人物专名；先用Wiki确定人物身份，再保持“记忆”标题格式。	True	角色个人剧情章节题名；姓名与“记忆”标题格式都应按 Wiki 统一。
粛清天使	1	cardMagiaMap.json	name	cardMagiaMap.json:90466/name	0.95	scan=japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | japanese_marker_chars=粛 | official_cn_dump=missing_record:authority.json/cardMagiaMap.json/90466/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	118	C	专名，须查Wiki	high	Magia/技能专名；按卡片/角色Wiki核对正式名称，勿拆成普通词逐字处理。	True	角色魔法／必杀技名；需查角色技能 Wiki 条目核定专名。
純 美雨	3	sectionList.json	charaName	sectionList.json:207703/charaName | sectionList.json:330124/charaName | sectionList.json:730121/charaName	0.99	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/sectionList.json/207703/charaName | wiki_frozen_exact=data/characters.json/纯美雨/dataTable,data/characters.json/纯美雨/infobox/日文名,data/characters.json/纯美雨/nameJa | wiki_frozen_zh_exact=none | wiki_frozen_translation_pair=data/characters.json/纯美雨/nameJa=>nameZh,data/characters.json/纯美雨/dataTable=>nameZh | pass15_coverage=unchanged_or_not_in_382_delta	119	C	专名，须查Wiki	high	人物专名；使用Wiki typed nameJa=>nameZh，按字段约定处理姓名空格，并与同角色所有字典保持一致。	True	角色名；已有 Wiki 日中名称对证据，应按中文角色条目统一并保留字段空格风格。
綾野 梨花	3	sectionList.json	charaName	sectionList.json:330314/charaName | sectionList.json:335012/charaName | sectionList.json:335014/charaName	0.99	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/sectionList.json/330314/charaName | wiki_frozen_exact=data/characters.json/绫野梨花/dataTable,data/characters.json/绫野梨花/infobox/日文名,data/characters.json/绫野梨花/nameJa | wiki_frozen_zh_exact=none | wiki_frozen_translation_pair=data/characters.json/绫野梨花/nameJa=>nameZh,data/characters.json/绫野梨花/dataTable=>nameZh | pass15_coverage=unchanged_or_not_in_382_delta	120	C	专名，须查Wiki	high	人物专名；使用Wiki typed nameJa=>nameZh，按字段约定处理姓名空格，并与同角色所有字典保持一致。	True	角色名；已有 Wiki 日中名称对证据，应按中文角色条目统一并保留字段空格风格。
緑地公园	1	sectionList.json	areaDetailName	sectionList.json:208101/areaDetailName	0.95	scan=opencc_t2s_difference,japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | japanese_marker_chars=緑 | official_cn_dump=missing_record:authority.json/sectionList.json/208101/areaDetailName | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	121	C	专名，须查Wiki	high	地点专名；核验Wiki/地图正式名称，避免把“緑”单独机械转换后遗漏地名一致性。	True	场景地点名；“緑地”在此可能指具体地图点，需查 Wiki 场景命名。
绝望級	1	sectionList.json	title	sectionList.json:104260/title	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/sectionList.json/104260/title | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	122	A	仅日文字形/繁简规范	medium	难度层级只余“級”字形；保留其与困难/窮地层级的相对顺序。	False	""
背景「七色夏模様」	1	itemList.json	name	itemList.json:HOME_EV_1170_20831/name	0.95	scan=japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | japanese_marker_chars=様 | official_cn_dump=missing_record:authority.json/itemList.json/HOME_EV_1170_20831/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	123	C	专名，须查Wiki	high	背景商品名包含专名；与shortDescription、description共用同一Wiki名称。	True	背景道具名中嵌入已单列标题；复用对应活动／背景的 Wiki 定名。
背景「时女拾遺物語」	1	itemList.json	name	itemList.json:HOME_EV_1154_50083/name	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/HOME_EV_1154_50083/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	124	C	专名，须查Wiki	high	背景商品名包含活动专名；与兑换道具和背景描述联动。	True	背景道具名中嵌入已单列标题；复用对应活动／背景的 Wiki 定名。
背景「神滨大運動会」	1	itemList.json	name	itemList.json:HOME_EV_1212_31201/name	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/HOME_EV_1212_31201/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	125	C	专名，须查Wiki	high	背景商品名包含活动专名；与兑换道具和背景描述联动。	True	背景道具名中嵌入已单列标题；复用对应活动／背景的 Wiki 定名。
自选★4必得扭蛋券内含特別套装。※具体内容请查看公告	1	shopItemList.json	description	shopItemList.json:10621/description	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/shopItemList.json/10621/description | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	126	A	仅日文字形/繁简规范	low	商品说明只余“特別”字形；保留自选、★4、必得券和公告提示。	False	""
自选★4记忆结晶兑换券内含特別套装。※具体内容请查看公告	1	shopItemList.json	description	shopItemList.json:10620/description	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/shopItemList.json/10620/description | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	127	A	仅日文字形/繁简规范	low	商品说明只余“特別”字形；保留自选、★4记忆结晶兑换券和公告提示。	False	""
自选期间限定★4必得扭蛋券内含特別套装。※具体内容请查看公告	1	shopItemList.json	description	shopItemList.json:10619/description	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/shopItemList.json/10619/description | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	128	A	仅日文字形/繁简规范	low	商品说明只余“特別”字形；保留期间限定、自选、★4必得和公告提示。	False	""
裏方独演会	1	pieceList.json	pieceName	pieceList.json:1465/pieceName	0.99	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/pieceList.json/1465/pieceName | wiki_frozen_exact=data/memoria.json/裏方独演会/name_ja | wiki_frozen_zh_exact=none | wiki_frozen_translation_pair=data/memoria.json/裏方独演会/name_ja=>name_zh | pass15_coverage=unchanged_or_not_in_382_delta	129	C	专名，须查Wiki	high	记忆结晶专名；Wiki memoria有typed name pair，不按“裏/独演会”逐字简化。	True	记忆结晶标题；已有 Wiki 日中标题对证据，应按条目定名。
詩音 千里	1	sectionList.json	charaName	sectionList.json:340344/charaName	0.99	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/sectionList.json/340344/charaName | wiki_frozen_exact=data/characters.json/诗音千里/dataTable,data/characters.json/诗音千里/infobox/日文名,data/characters.json/诗音千里/nameJa | wiki_frozen_zh_exact=none | wiki_frozen_translation_pair=data/characters.json/诗音千里/nameJa=>nameZh,data/characters.json/诗音千里/dataTable=>nameZh | pass15_coverage=unchanged_or_not_in_382_delta	130	C	专名，须查Wiki	high	人物专名；使用Wiki typed nameJa=>nameZh，按字段约定处理姓名空格，并与同角色所有字典保持一致。	True	角色名；已有 Wiki 日中名称对证据，应按中文角色条目统一并保留字段空格风格。
調整屋	5	sectionList.json	areaDetailName	sectionList.json:102705/areaDetailName | sectionList.json:102803/areaDetailName | sectionList.json:102903/areaDetailName | sectionList.json:102952/areaDetailName | sectionList.json:103103/areaDetailName	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/sectionList.json/102705/areaDetailName | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta	131	A	仅日文字形/繁简规范	medium	系列核心地点/职能词只余“調”字形；与现有已规范实例统一，5个areaDetailName不可漏项。	True	世界观设施／地点名，同时是固定术语；应按 Wiki 统一，而非当普通名词处理。
